confidence,frame,timestamp,pose_Rx,pose_Ry,pose_Rz,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45,AU61,AU62,AU63,AU64
0.98,12,0.48,0.08230451919591068,-0.0022315964215136536,-0.08178241201436812,0.22061680997421063,0.0,0.057729152694869425,0.0,0.09452851663564049,0.29181014321894,0.0852182496326834,0.07559891214014036,0.30883687555809625,0.24326705996399112,0.01187817451656086,0.1756414787941304,0.09052663737500234,0.0,0.001906103369088189,0.19808632194863282,0.0,0.0,0.08473289397135936,0.2628623124833682,0.0
0.98,13,0.52,0.08393333960773496,-0.002552903810532447,-0.08074134578694636,0.21595118966869234,0.0,0.05554440638719186,0.0,0.09658373395571922,0.29379946394278866,0.08800569542164083,0.08485839742185249,0.30923922324076286,0.24707357128052665,0.014519645437972893,0.1718515976161397,0.09302466881991985,0.0,0.00166940764665776,0.20576573179388452,0.0,0.0,0.08335598321396472,0.26429249688926315,0.0
0.98,14,0.56,0.08511032970013331,-0.0029044385192194917,-0.07977030890494344,0.21493212414111418,0.0,0.05538771775392234,0.0,0.09556981559410513,0.2917043629257872,0.0929034837214566,0.09276955582760558,0.30546578794271867,0.24620876686990306,0.01834641879545769,0.16639791208383287,0.09669986401751753,0.0,0.002,0.2094619372921433,0.0,0.0,0.08123384801161003,0.2663273888589567,0.0
0.98,15,0.6,0.08533058400973768,-0.0032819901230509508,-0.07864527193947717,0.21369607667637808,0.0,0.06270672713266628,0.0,0.09496510803030642,0.2851409831403164,0.100032272322062,0.0968311801364554,0.3006123743753768,0.2401212772277624,0.021326712882903633,0.15750899498168466,0.09794478267992125,0.0,0.002,0.20965348907524323,0.0,0.0,0.07926746181220576,0.26559137304893854,0.0
0.98,16,0.64,0.08457740244761153,-0.0033926769003315587,-0.07767694364952729,0.2137633042775696,0.0,0.07389328939154606,0.0,0.09423669572243044,0.2890551173180612,0.10182739279531593,0.09723478764192908,0.29543280405352645,0.23390807475902545,0.01837885442897313,0.14671711359389344,0.10311351041416675,0.0,0.004799456070070181,0.20803307601849136,0.0,0.0,0.07930076589388597,0.26549682816033243,0.0
0.98,17,0.68,0.08392913306939322,-0.0036272379159967036,-0.07699346151871793,0.22692814466865807,0.0,0.10842782875332434,0.0,0.10486723192693849,0.30561846261395936,0.10525249334468267,0.1048450906253511,0.2956706674694648,0.23396827593361477,0.011996275968296437,0.1381999878015346,0.10853864765611512,0.0,0.009779130719685019,0.21557919835486794,0.060188305506508895,0.0,0.06974980611046094,0.2791267449270094,0.0
0.98,18,0.72,0.082428406241444,-0.0033255937777653907,-0.07690871567235898,0.25040581627361763,0.0,0.16051845968191913,0.0,0.1272161149312927,0.32698890984436096,0.10873222846887869,0.11891290317480102,0.30388441819387846,0.239944071112791,0.005995656530465324,0.13252417316610582,0.11600560329234172,0.0,0.02065594541142133,0.24068245112968822,0.18404804689364895,0.0,0.07319566979029975,0.326098397322276,0.0
0.98,19,0.76,0.08450080793707956,-0.0024231415630002274,-0.07784283959717427,0.27314689499301914,0.0,0.21715089089250214,0.0,0.15066275308985252,0.3430048995979299,0.115311434696465,0.13274091540794802,0.3128958169098785,0.2478000121984654,0.0013223694133689603,0.1362048795267461,0.12296313664036918,0.0,0.030526545245703227,0.26774645539085384,0.33090031973823864,0.0,0.08068589282003992,0.37827823090054724,0.0
0.98,20,0.8,0.08334900115928177,-0.003285610064528755,-0.07793971366378398,0.2754606565221914,0.0,0.24921351890181634,0.0,0.16332410110799045,0.35047391875339284,0.12312238161183434,0.13886859962448145,0.3169295123662009,0.2520760987988591,0.0,0.14297326766084378,0.1268368755580962,0.0,0.03788377780890256,0.27725623312182307,0.404676871809403,0.0,0.07353553369017468,0.4002407968957954,0.0
0.98,21,0.84,0.08235763187833076,-0.0035993937839113197,-0.07823736884527288,0.25863095495671407,0.0,0.2385052578755547,0.0,0.15506803917033926,0.34517270720670157,0.1288755548689293,0.13609460819804203,0.3138845815053319,0.2529041952885869,0.0006998640175175454,0.15015915284216608,0.12164031110062253,0.0,0.03698482181557887,0.2662882601929599,0.3630070262130136,0.0,0.07564179788511396,0.40541850785969796,0.0
0.98,22,0.88,0.08194357595850545,-0.0034409201347578105,-0.0785685459102789,0.23827506647290245,0.0,0.19920111024815246,0.0,0.1339482693334181,0.32841390183740177,0.12698482181557888,0.12664545039386815,0.3068389390773326,0.25244672241514055,0.005444102767508982,0.1505990121421579,0.11350643864348901,0.0,0.03650951441749828,0.24335378491939316,0.25184309436817864,0.0,0.06957092223823609,0.3623404972298919,0.0
0.98,23,0.92,0.08159786845419936,-0.0035937783766016615,-0.0786393177520894,0.22297668313218633,0.0,0.14904188622383208,0.0,0.11168366570560515,0.30887842208459504,0.11951087424232282,0.11431485804052594,0.29987952646866706,0.251575511015746,0.011938375691150199,0.14792452063897202,0.10105792909700945,0.0,0.03842386954642294,0.22151801374536892,0.12713482268408807,0.0,0.06981810140314283,0.3223347355350969,0.0
0.98,24,0.96,0.08087176544843469,-0.00407891160784312,-0.07870023164084203,0.21812626108227298,0.0,0.11313996301282514,0.0,0.09570383561725528,0.29697856239282444,0.11037577078224547,0.10231485804052592,0.29504699438010545,0.24956981559410515,0.01909571258211403,0.145069227810992,0.08996329207910421,0.0,0.040357169253763425,0.20844681454443964,0.04494492689333743,0.0,0.07709450929752897,0.294851666887993,0.0
0.98,25,1.0,0.08025747652824042,-0.004860710301399228,-0.07860269495861794,0.215998740177193,0.0,0.09540560771527416,0.0,0.08980777113934257,0.28678627809544954,0.10510347152299124,0.09101472205804348,0.29378553770845606,0.24896510803030641,0.023712522556324625,0.1430304563708598,0.08485476551944804,0.0,0.03762377309137684,0.20341626604428073,0.009256585893582723,0.0,0.08156651997042047,0.2748439585229203,0.0
0.98,26,1.04,0.07924683471263338,-0.005972834200773648,-0.07779026305463818,0.21581408599881455,0.0,0.1042726553836144,0.0,0.09511920583580757,0.30064950173006866,0.11215535762830818,0.0900577369656928,0.29497523905078105,0.24963642375746553,0.02296384820749939,0.1460443747324739,0.09100433559681627,0.0,0.028866227544884018,0.20722964047596507,0.025894968648149184,0.0,0.08646538609450402,0.2698706275526407,0.0
0.98,27,1.08,0.07956601952924627,-0.006758734902442469,-0.07760520283852686,0.22259638462180792,0.0,0.13190957196003922,0.0,0.11663995565785244,0.32451880725197085,0.1205918935862566,0.10205505400862531,0.30315788514664066,0.2578577491641582,0.018551461633657222,0.14444989819116733,0.10485199043308142,0.0,0.019616253845815397,0.2282110310747646,0.11884784833076194,0.0,0.08993429587588153,0.30172672475864015,0.0
0.98,28,1.12,0.08026929424615718,-0.007156581857896987,-0.07758521205797583,0.2357618811433091,0.0,0.17118729025303694,0.0,0.14765507840555608,0.3644740273097189,0.13169145681894603,0.12414119169865992,0.31468705003997544,0.2678323766498265,0.010843374676166397,0.14110852655965617,0.11755121406562306,0.0,0.016354085607035777,0.2539070523144251,0.26262575360311247,0.0,0.08613584384707078,0.3570891620704798,0.0
0.98,29,1.16,0.08015680082959858,-0.007434702758352435,-0.07671090623510379,0.24450305199200967,0.0,0.2043187985032914,0.0,0.1719946131387202,0.3940790558267149,0.1339644964651937,0.14332908496250105,0.32270864308588604,0.2739434307278151,0.005097776101350415,0.13894866215035986,0.12438445772131483,0.0,0.022429472838764643,0.27321926976017463,0.3878975151504187,0.0,0.08024941757067343,0.39919194194213753,0.0
0.98,30,1.2,0.07756366092895516,-0.008670475257956714,-0.07410489301875438,0.2419549848825502,0.0,0.2212155457284711,0.0,0.17813511133279572,0.41114123406095104,0.13728673705668193,0.1517562569038226,0.3207424306715076,0.268389697016578,0.0016529617667112003,0.14883424803774625,0.12635914064370068,0.0,0.026421257771509755,0.26616132423613836,0.4171444570732882,0.0,0.07566506417712308,0.41792813946695,0.0
0.98,31,1.24,0.07698161478217817,-0.008298499355369107,-0.07036195235922892,0.22804019457439267,0.0,0.20675725273156856,0.0,0.16089875530769857,0.4100693278130095,0.13725957741101125,0.14230220737443722,0.3089379828742085,0.25423368325785706,0.0013997280350350908,0.15947767160495963,0.11832372923819351,0.0,0.03284445024037519,0.23183230258307322,0.34105958384027873,0.0,0.06747311731702246,0.4044708164195793,0.0
0.98,32,1.28,0.07612707609777564,-0.0038321307595649266,-0.061140676288111984,0.20711511780702546,0.0,0.1666648346716348,0.0,0.1318277958020851,0.3813994352201108,0.13035218539925283,0.12172170463146229,0.2930433624777011,0.23937965025268415,0.010188341517500418,0.16433999085954185,0.10735162927085765,0.0,0.03700190808050134,0.18915222873469045,0.2163507504721836,0.0,0.05895376325167432,0.35308253542525286,0.0
0.98,33,1.32,0.074309519609127,0.0011584656908183923,-0.04778266878215338,0.17995082567161375,0.0,0.11551463728371704,0.0,0.0984318839280527,0.34610388240247886,0.11653446749803387,0.09563803115032422,0.27882249319738606,0.22552679281373741,0.026131152807484407,0.16227039117875292,0.09493736343637732,0.0,0.050520101564350564,0.14497259510340418,0.10103815096680965,0.0,0.05194901793392497,0.3156758251660513,0.0
0.98,34,1.36,0.07159877686742373,0.006032427414228825,-0.029996370206727862,0.15444380207986633,0.0,0.07346683133446381,0.0,0.07348564929400778,0.3106597084528156,0.09837204675054192,0.07476924726724456,0.2691796624511495,0.21694296672871907,0.04414633886462394,0.16162311696096412,0.08806857955329765,0.0,0.06697699169254734,0.11593237170914833,0.03285971720149497,0.0,0.04404419273393461,0.2943997512422388,0.0
0.98,35,1.4,0.06804427871720883,0.010506069193508485,-0.008398606185880326,0.12742800445761407,0.0,0.04240262407056403,0.0,0.05857948261548369,0.29181678990302684,0.07730103180821093,0.06009408088951006,0.2610026196476316,0.20653375593090365,0.04996314451308755,0.16480327223107288,0.07829518094783507,0.0,0.08786200050439373,0.090356897385984,0.006281254713502561,0.0,0.03825417336199518,0.2840653022759038,0.0
0.98,36,1.44,0.061352894241667906,0.014710135279827022,0.020604575057972377,0.09846477568794583,0.0,0.022249509699972542,0.0,0.05503171619366681,0.28155149045352046,0.05595199336512166,0.05271196642792943,0.2543369993421133,0.19455786862242827,0.04256292365909319,0.1723240932352721,0.07012885191004131,0.0,0.103169932120335,0.06947416632142701,0.0,0.0,0.027241259041640504,0.28218879730308305,0.0
0.98,37,1.48,0.055636261164537335,0.018917797773759976,0.052821169898610194,0.0655879609962095,0.0,0.01140622715310527,0.0,0.06172960882124709,0.28220549896457725,0.0361886890875521,0.05826579226846567,0.248518477744465,0.18136185242063138,0.027153797117858515,0.1753419910693423,0.05787266335351827,0.0006998640175175454,0.11255697279669981,0.051731216214105806,0.0,0.0020995920525526362,0.01568000382478298,0.28030490901859056,0.0
0.98,38,1.52,0.051048128942832734,0.023589393485491474,0.08881064080429903,0.03721668124951535,0.0,0.004248798132842313,0.0,0.07427457133683414,0.28554696272538754,0.019357416821797584,0.06756269703820383,0.24660153178777194,0.1792982200292627,0.013093432631815739,0.16653437536873475,0.045897943738550835,0.004744238749991437,0.1138661642354481,0.04848348577275389,0.0,0.010033532144869036,0.007577218751417216,0.28003619785715017,0.0
0.98,39,1.56,0.04424920409977843,0.025542773832853298,0.12582999113673335,0.016883498068404734,0.0,0.00099177706002672,0.0,0.09015844127503583,0.2940455424259818,0.00838146620388631,0.08353150028035061,0.2463959406938956,0.18560716389997686,0.00497533118008016,0.15393101975704218,0.032847902404299315,0.01209318506378158,0.10733952686044575,0.048673872065354756,0.0,0.02006174299795316,0.0016529617667112003,0.2732706836528821,0.0
0.98,40,1.6,0.036554497764052125,0.025992049899851464,0.1630286330600753,0.0063097108745618835,0.0,0.0,0.0,0.10518320222425478,0.321290297776932,0.002408043104307491,0.09711027920142244,0.24630835892245573,0.192322833412465,0.0013001359824824548,0.13233022835626368,0.020657460674980917,0.022015734312816327,0.0934158099179031,0.0473825496408135,0.0,0.030321245524451645,0.0,0.2687541589520636,0.0
0.98,41,1.64,0.027306668429926517,0.024086030645693108,0.2020851181544375,0.008380662507456957,0.0,0.0,0.0,0.12392300537541243,0.36361685522110065,0.0024301844058948765,0.11465141768328839,0.24605521732007876,0.20075498920829715,0.0007550813375962909,0.11031113400882235,0.011896064477912688,0.03298527794195654,0.07060178722852449,0.03793863113190276,0.0,0.04383773353268857,0.0,0.2595090410463342,0.0
0.98,42,1.68,0.01779342824095546,0.019295690323181913,0.23738379119381348,0.015552566017729213,0.0,0.0,0.0,0.14179930063133514,0.40917836361865184,0.0037347559872111277,0.135166044777178,0.2450856736909385,0.2030901092897723,0.003829912440929967,0.07901309823815787,0.005587613426157833,0.04304049526203529,0.045280769767261676,0.02347986174306784,0.0,0.05764610686507591,0.0,0.24418796704684945,0.0
0.98,43,1.72,0.010954998297997343,0.012879891449165386,0.26723062032704953,0.028909087013798317,0.0,0.0,0.0,0.15856069682840337,0.4334312124061046,0.005708086957490826,0.15320977912467598,0.24223100030078962,0.21474666626630637,0.006224593312018546,0.052683636885741944,0.00299177706002672,0.05282603297049136,0.02290635093712235,0.012734291988115057,0.0,0.06873367816294337,0.0,0.23247350081894633,0.0
0.98,44,1.76,0.005369038604166377,0.006425679708489386,0.2920741319151168,0.041595680927396086,0.0,0.0,0.0,0.16866996377505297,0.4374118094983021,0.0086446466974388,0.16814705043175418,0.24026524401278887,0.22592439402010017,0.0083470382332888,0.031141167398914635,0.0013001359824824548,0.059602087916167126,0.008828188619026865,0.005652961766711201,0.0,0.0761176258205126,0.0,0.2202371436352947,0.0
0.98,45,1.8,0.0011183266339969608,0.00013133314958426874,0.3125255915788219,0.05247320718626261,0.0,0.0,0.0,0.17319601620179692,0.42877368286607837,0.010159244971465179,0.17617569085141174,0.24109136911257936,0.2397135981205334,0.006500679912412273,0.016938531129885238,0.0007550813375962909,0.0663914129657627,0.00198355412005344,0.004,0.0,0.08095078782047764,0.0,0.2124172517392494,0.0
0.98,46,1.84,-0.00041916030092766264,-0.0059184121104230115,0.3300645504455261,0.0631566253238336,0.0,0.0,0.0,0.17886036881178974,0.4223109706973689,0.010638951275797975,0.18703731948600852,0.2473336681273515,0.24816811616913279,0.005874998740534092,0.008814826385807953,0.00033059235334224007,0.06994921827875505,0.0,0.003300135982482455,0.0,0.08405486153651363,0.0,0.20833063841799176,0.0
0.98,47,1.88,0.0002929905891712272,-0.011254094406052326,0.3436824289520104,0.07170167996871976,0.0,0.0,0.0,0.18566869607952755,0.4224669844560898,0.008655489285043656,0.19649356135651097,0.25716675634430824,0.24967572250612965,0.006087581771439874,0.004475270705499,0.0,0.07353230397677997,0.0,0.002755081337596291,0.0,0.08477885659184661,0.0,0.20801996956682003,0.0
0.98,48,1.92,0.003027079303983212,-0.01488245505717863,0.35282200663228325,0.08152589698800891,0.0,0.0,0.0,0.19638500597699166,0.43101952165395574,0.007995564401166203,0.20334315876285017,0.2627251810951317,0.25707609092614075,0.00905259767244717,0.0028978804291149092,0.0,0.07676521235807092,0.0,0.0023305923533422403,0.0,0.0861713013172275,0.0,0.2083654843230358,0.0
0.98,49,1.96,0.006483726953042375,-0.016741378846261,0.35955309717316297,0.08884700657857085,0.0,0.0013997280350350908,0.0,0.20543074053429006,0.4368679801866504,0.007481614384834137,0.20867763058663102,0.266981553910253,0.26497896308248464,0.01824799443641296,0.00166940764665776,0.0,0.07895300561989455,0.0,0.0013001359824824548,0.0,0.08919033125372848,0.0,0.2094631682950871,0.0
0.98,50,2.0,0.010530265654524536,-0.016734441019751068,0.36400758245097425,0.09606082061242045,0.0,0.0024898373248074183,0.0,0.20953104415397295,0.4452194173261914,0.00593908725828043,0.20930013598248243,0.26683696768739534,0.2707638604059648,0.030935756043518628,0.002,0.0,0.08231405434409657,0.0,0.0007550813375962909,0.0,0.09172648698258831,0.0,0.21232517105953982,0.0
0.98,51,2.04,0.01487025339039974,-0.015142888674942658,0.36673819777648775,0.10484826640137786,0.0,0.00333881529331552,0.0,0.21117957032185034,0.44535221421911614,0.005510162675192582,0.21225440142518404,0.26447970630433276,0.2685279683799637,0.0426591211874481,0.009698504192692999,0.0,0.08555897300650026,0.0,0.00033059235334224007,0.0,0.09688730149577605,0.0,0.21413163631142582,0.0
0.98,52,2.08,0.018948608646905018,-0.01326949420149539,0.36833863140696316,0.1101471425610533,0.0,0.0026002719649649095,0.0,0.20996132068916692,0.4454955039265851,0.0046611847066844805,0.2145551856653608,0.26131667399172814,0.2579132219249895,0.04656024070202571,0.02129301742658116,0.0,0.08992824467067558,0.0,0.0,0.0,0.1041484023838603,0.0,0.21754563849164013,0.0
0.98,53,2.12,0.022512516965801276,-0.011142842231262452,0.36852708510983756,0.11401644587994657,0.0,0.0036097547277452184,0.0,0.2094549453551138,0.43238221446359815,0.004,0.21634703823328882,0.25929570038364863,0.24880151958930655,0.03984020677285803,0.03312228948253521,0.0,0.09167384324549156,0.0,0.0,0.0,0.10645269983733818,0.0,0.21959706847057942,0.0
0.98,54,2.16,0.025130104026677345,-0.009162450165254382,0.36788582453541874,0.11460027196496492,0.0,0.005795668728930698,0.0,0.2088756469982284,0.4180102576393465,0.0026002719649649095,0.21590040794744741,0.2610361517925006,0.2422202498424839,0.03228944883361264,0.034636431630183914,0.0,0.09181852159764829,0.0,0.0,0.0,0.10659009487984072,0.0,0.22125092380296013,0.0
0.98,55,2.2,0.027222442608238296,-0.007532893793666595,0.36710893781582676,0.10861111455256979,0.0,0.008197924282298244,0.0,0.20842448898425403,0.4109766831321863,0.0015101626751925818,0.21006605990768362,0.2633489463137902,0.24176899969921042,0.0249366518692471,0.033683389317707785,0.0,0.09001653800924567,0.0,0.0,0.0,0.10566723591189042,0.0,0.2217103508215573,0.0
0.98,56,2.24,0.02844481956332277,-0.005562479803733364,0.36593673254412257,0.09834784192971817,0.0,0.011283597973236774,0.0,0.2076307283358247,0.4131249012574484,0.0027607767592371163,0.2055222650856045,0.2659225492490348,0.24093529991714097,0.020755081337596293,0.0301815705316508,0.0,0.08504129895846464,0.0,0.0,0.0,0.10296132068916694,0.0,0.2207246249667365,0.0
0.98,57,2.28,0.029336289678040053,-0.004166460270035351,0.3645742391935351,0.08335615699899054,0.0,0.01291432630906147,0.0,0.20885467339014888,0.4332446632216511,0.0037347559872111277,0.19778437001494817,0.2690691356816929,0.24002854829035844,0.019630728335824698,0.030623673089359326,0.0,0.08028178202203455,0.0,0.0,0.0,0.10070528531131998,0.0,0.21973574168217977,0.0
0.98,58,2.32,0.03001792851187393,-0.0032005174789326444,0.3633372211513577,0.0763947363078061,0.0,0.012969543629140216,0.0,0.21076521235807089,0.4510860743805987,0.00500822293997328,0.19253048802557776,0.2732892933948776,0.2337234572732286,0.021554537407666472,0.03170051227521186,0.0,0.076132668071044,0.0,0.0,0.0,0.09946321435973668,0.0,0.2197579290484167,0.0
0.98,59,2.36,0.03080822166427146,-0.0025190885660087816,0.36205823495582473,0.07067584345529203,0.0,0.012755081337596293,0.0,0.2136528696374121,0.4642085826113049,0.00460027196496491,0.1878839620675008,0.2777182179779654,0.22874051471828794,0.028209315125579892,0.03438128194528806,0.0,0.07621572211435096,0.0,0.0,0.0,0.09919575254753091,0.0,0.22073253818779423,0.0
0.98,60,2.4,0.030909917732807185,-0.002007560141362818,0.3606038344123677,0.06898155391025297,0.0,0.010930864318307148,0.0,0.21615924497146521,0.4734384073458682,0.0042100266927101275,0.18706470008285905,0.281867331928956,0.22518979347162416,0.034091925240974555,0.03392707697716767,0.0,0.07661040298543954,0.0,0.0,0.0,0.09749525861860985,0.0,0.220699234106114,0.0
0.98,61,2.44,0.03142599814946535,-0.0017815584457510963,0.3592877111161968,0.06603751161732516,0.0,0.009510162675192581,0.0,0.21873854332835066,0.4785342120572813,0.003906103369088189,0.1865717236746065,0.2838838699382017,0.22732353710687692,0.04243009227659575,0.0313286842728409,0.0,0.07743271192422732,0.0,0.0,0.0,0.09550731496437219,0.0,0.22115196166181098,0.0
0.98,62,2.48,0.032009484704134755,-0.0013727620840032963,0.3579406383975743,0.06010030361968287,0.0,0.006561592654131844,0.0,0.21978997330728994,0.4861870816946935,0.002969543629140215,0.1854879292443061,0.28442448898425404,0.23104502299016821,0.05139332104626403,0.032177042803517894,0.0,0.07763072833582468,0.0,0.0,0.0,0.09395910288975003,0.0,0.22076841585245646,0.0
0.98,63,2.52,0.032875936887673214,-0.0012458564229362035,0.35671689301633075,0.05414920608028968,0.0,0.0077645641003766,0.0,0.22079376064842943,0.4921471425610533,0.003454945355113837,0.18401653800924567,0.2829308643183071,0.23508558156163942,0.060770815650412625,0.034864804410623555,0.0,0.0767550813375963,0.0,0.0,0.0,0.09354568455628968,0.0,0.2209121085096446,0.0
0.98,64,2.56,0.0333324414175122,-0.0013509026078514653,0.35581357135772956,0.04785729303778051,0.0,0.009916234389562812,0.0,0.22017578298071092,0.49881590195001685,0.003575511015745949,0.17834143494094712,0.2822100266927101,0.2419891574123951,0.0636173661026058,0.04148721767717584,0.0,0.0756307283358247,0.0,0.0,0.0,0.09211771794981169,0.0,0.22211007885659237,0.0
0.98,65,2.6,0.03386465053119373,-0.0017305744728245162,0.35511105807696836,0.044501939735219306,0.0,0.012291820913210055,0.0,0.22127916237440307,0.5036795386671323,0.00366940764665776,0.1723369993421133,0.28190610336908817,0.2448635445878165,0.058248157747866396,0.04620235988113204,0.0,0.0747550813375963,0.0,0.0,0.0,0.09139181481397737,0.0,0.22291432630906147,0.0
0.98,66,2.64,0.03331566180972021,-0.002271635975080201,0.3543671072690976,0.04266118470668449,0.0,0.015614190326579014,0.0,0.2230958047114132,0.5066224132665522,0.004,0.16581861372694742,0.2809695436291402,0.24570239153585002,0.044380917948209524,0.045602799483297374,0.0,0.0722310003007896,0.0,0.0,0.0,0.09047654887459682,0.0,0.22121988358534636,0.0
0.98,67,2.68,0.03342165838962747,-0.002951606825457398,0.3536624737271948,0.04619918410510528,0.0,0.037910246834587824,0.0,0.22845232570748225,0.5082144622915439,0.009598912140140362,0.17035525330054366,0.2744563051799384,0.24514089101101727,0.028536987143647927,0.03850708690118333,0.0,0.06956537999527133,0.0,0.0,0.0,0.0886776766512806,0.0,0.21929285267282828,0.0
0.98,68,2.72,0.033362924739278904,-0.0036761551836885214,0.35270242309399824,0.05506842411456262,0.0,0.09910840062237439,0.0,0.24083742381377307,0.5196223132645348,0.019558261439370037,0.18287422386396793,0.2600280921639808,0.24201653800924566,0.017042650910570792,0.02539483630982362,0.0,0.07124617848521074,0.0,0.0,0.0,0.08757044550550863,0.0,0.21998413796680744,0.0
