frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
421,7.253,0.98,1,-0.039,0.42,0.026,0.124,0.006,0.272,0.214,0,0,0,0,0,0,0,0.22,0.036,0.016,0.064,0,0.158,0.178,0.638
422,7.27,0.98,1,-0.047,0.426,0.037,0.127,0.004,0.262,0.166,0,0,0,0,0,0,0,0.226,0.036,0.004,0.064,0,0.176,0.18,0.66
423,7.287,0.98,1,-0.05,0.433,0.046,0.126,0.004,0.238,0.126,0,0,0,0,0,0,0,0.244,0.032,0.008,0.036,0,0.194,0.228,0.666
424,7.304,0.98,1,-0.067,0.444,0.055,0.125,0.004,0.222,0.096,0,0,0,0,0,0,0,0.296,0.04,0.008,0.014,0,0.188,0.22,0.646
425,7.322,0.98,1,-0.05,0.446,0.064,0.126,0.004,0.186,0.068,0,0,0,0,0,0,0,0.326,0.056,0.016,0.026,0,0.222,0.258,0.658
426,7.339,0.98,1,-0.057,0.444,0.072,0.13,0.003,0.154,0.032,0,0,0,0,0,0,0,0.368,0.056,0.026,0.024,0,0.198,0.274,0.678
427,7.356,0.98,1,-0.041,0.436,0.074,0.13,0.004,0.12,0.024,0.004,0,0,0,0,0,0,0.38,0.05,0.03,0.012,0,0.21,0.288,0.696
428,7.373,0.98,1,-0.04,0.427,0.08,0.128,0.004,0.098,0.012,0.02,0,0,0,0,0,0,0.386,0.034,0.038,0,0,0.202,0.308,0.686
429,7.39,0.98,1,-0.053,0.41,0.083,0.127,0.003,0.082,0.012,0.046,0,0,0,0,0,0,0.378,0.018,0.046,0,0,0.218,0.292,0.648
430,7.408,0.98,1,-0.071,0.398,0.091,0.129,0.003,0.074,0.016,0.068,0,0,0,0,0,0,0.378,0.044,0.062,0,0,0.21,0.272,0.618
431,7.425,0.98,1,-0.068,0.359,0.107,0.138,0.002,0.05,0.018,0.106,0,0,0,0,0,0,0.36,0.044,0.07,0,0,0.178,0.25,0.554
432,7.442,0.98,1,-0.059,0.359,0.132,0.138,0.015,0.024,0.018,0.15,0,0,0,0,0,0,0.354,0.026,0.086,0,0,0.156,0.264,0.492
433,7.459,0.98,1,-0.039,0.352,0.142,0.132,0.022,0.01,0.018,0.188,0,0,0,0,0,0,0.34,0,0.1,0,0,0.124,0.284,0.414
434,7.477,0.98,1,-0.023,0.353,0.135,0.134,0.005,0.01,0.012,0.196,0,0,0,0,0,0,0.336,0,0.12,0,0,0.136,0.272,0.358
435,7.494,0.98,1,-0.013,0.356,0.145,0.133,-0.004,0.01,0.012,0.178,0,0,0,0,0,0,0.318,0.002,0.124,0.018,0,0.122,0.222,0.28
436,7.511,0.98,1,-0.034,0.351,0.16,0.138,-0.01,0,0.002,0.182,0,0,0.004,0,0,0,0.304,0.006,0.134,0.024,0,0.148,0.196,0.226
437,7.528,0.98,1,-0.059,0.341,0.174,0.134,0.002,0.008,0.004,0.196,0,0,0.004,0,0,0,0.29,0.006,0.144,0.04,0,0.142,0.19,0.166
438,7.546,0.98,1,-0.072,0.333,0.178,0.134,-0.012,0.022,0.004,0.218,0,0,0.004,0,0,0,0.29,0.004,0.148,0.042,0,0.162,0.198,0.106
439,7.563,0.98,1,-0.068,0.337,0.191,0.135,-0.022,0.032,0.004,0.228,0,0,0,0,0,0,0.256,0,0.154,0.062,0,0.144,0.176,0.046
440,7.58,0.98,1,-0.066,0.318,0.215,0.134,-0.014,0.03,0,0.226,0,0,0,0,0,0,0.252,0,0.164,0.08,0,0.146,0.156,0
441,7.597,0.98,1,-0.073,0.332,0.221,0.138,-0.031,0.024,0.022,0.222,0,0,0,0,0,0,0.242,0,0.174,0.066,0,0.13,0.126,0
442,7.614,0.98,1,-0.074,0.325,0.236,0.133,-0.02,0.018,0.022,0.216,0,0,0,0,0,0,0.254,0,0.184,0.05,0,0.126,0.104,0
443,7.632,0.98,1,-0.071,0.312,0.243,0.135,-0.038,0.016,0.034,0.218,0,0,0,0,0,0,0.248,0,0.186,0.024,0,0.122,0.096,0
444,7.649,0.98,1,-0.073,0.317,0.261,0.128,-0.026,0.042,0.026,0.23,0,0,0,0,0,0,0.264,0,0.192,0.05,0,0.112,0.086,0
445,7.666,0.98,1,-0.066,0.311,0.265,0.131,-0.042,0.068,0.026,0.254,0,0,0.014,0,0,0,0.288,0,0.204,0.04,0,0.084,0.066,0
446,7.683,0.98,1,-0.062,0.322,0.279,0.132,-0.054,0.112,0.014,0.292,0.01,0,0.028,0,0,0,0.324,0,0.218,0.032,0,0.056,0.018,0
447,7.701,0.98,1,-0.055,0.341,0.289,0.128,-0.06,0.138,0.032,0.326,0.016,0,0.048,0,0,0,0.344,0,0.236,0,0,0.046,0.002,0
448,7.718,0.98,1,-0.056,0.346,0.299,0.129,-0.067,0.162,0.042,0.348,0.016,0,0.048,0.006,0,0,0.35,0,0.242,0,0,0.048,0,0
449,7.735,0.98,1,-0.051,0.334,0.306,0.128,-0.07,0.186,0.09,0.358,0.02,0,0.056,0.01,0,0,0.352,0,0.236,0,0,0.058,0,0
450,7.752,0.98,1,-0.051,0.33,0.311,0.131,-0.074,0.176,0.144,0.38,0.062,0,0.036,0.01,0,0,0.358,0,0.198,0,0,0.082,0,0
451,7.769,0.98,1,-0.058,0.309,0.312,0.14,-0.063,0.178,0.254,0.402,0.086,0.002,0.064,0.004,0,0,0.386,0,0.156,0,0.006,0.102,0,0
452,7.787,0.93,1,-0.064,0.294,0.307,0.141,-0.056,0.166,0.346,0.426,0.1,0.002,0.08,0,0,0,0.4,0,0.12,0,0.04,0.12,0,0
453,7.804,0.98,1,-0.064,0.281,0.299,0.139,-0.05,0.17,0.38,0.42,0.074,0.002,0.114,0,0,0,0.408,0,0.1,0,0.08,0.118,0.01,0
454,7.821,0.93,1,-0.061,0.266,0.289,0.136,-0.047,0.152,0.39,0.416,0.076,0,0.106,0,0,0,0.402,0,0.09,0,0.12,0.11,0.02,0
455,7.838,0.93,1,-0.06,0.27,0.284,0.135,-0.044,0.134,0.386,0.412,0.074,0,0.126,0,0,0,0.4,0,0.084,0.002,0.138,0.09,0.028,0
456,7.856,0.93,1,-0.064,0.266,0.279,0.134,-0.041,0.128,0.408,0.416,0.098,0,0.126,0,0,0,0.392,0,0.074,0.002,0.154,0.09,0.026,0
457,7.873,0.93,1,-0.064,0.264,0.277,0.135,-0.042,0.134,0.416,0.404,0.116,0,0.1,0,0,0,0.374,0,0.068,0.002,0.168,0.086,0.036,0
458,7.89,0.93,1,-0.065,0.258,0.271,0.135,-0.041,0.132,0.42,0.388,0.132,0,0.06,0,0,0,0.37,0,0.062,0,0.178,0.086,0.036,0
459,7.907,0.93,1,-0.071,0.267,0.269,0.137,-0.042,0.132,0.424,0.374,0.138,0,0.058,0,0,0,0.364,0,0.072,0,0.18,0.078,0.044,0
460,7.925,0.93,1,-0.07,0.265,0.265,0.137,-0.041,0.138,0.408,0.366,0.15,0,0.052,0,0,0,0.37,0,0.074,0,0.186,0.096,0.05,0
461,7.942,0.93,1,-0.07,0.267,0.259,0.137,-0.039,0.14,0.386,0.37,0.146,0,0.06,0,0,0,0.37,0,0.066,0,0.178,0.098,0.072,0
462,7.959,0.93,1,-0.071,0.265,0.255,0.137,-0.037,0.138,0.364,0.368,0.122,0,0.044,0,0,0,0.374,0,0.07,0,0.184,0.098,0.1,0
463,7.976,0.93,1,-0.068,0.263,0.251,0.138,-0.037,0.126,0.336,0.358,0.114,0,0.07,0,0,0,0.372,0,0.072,0,0.18,0.096,0.112,0
464,7.993,0.93,1,-0.072,0.264,0.243,0.136,-0.035,0.112,0.312,0.328,0.086,0,0.07,0,0,0,0.332,0,0.072,0,0.186,0.112,0.11,0
465,8.011,0.93,1,-0.069,0.259,0.232,0.135,-0.033,0.08,0.28,0.3,0.072,0,0.08,0,0,0,0.3,0,0.058,0,0.19,0.114,0.094,0
466,8.028,0.93,1,-0.07,0.252,0.228,0.135,-0.032,0.06,0.27,0.296,0.05,0,0.076,0,0,0,0.276,0,0.048,0,0.196,0.1,0.07,0
467,8.045,0.93,1,-0.074,0.253,0.224,0.136,-0.031,0.05,0.284,0.284,0.058,0,0.068,0,0,0,0.282,0,0.05,0,0.206,0.09,0.062,0
468,8.062,0.93,1,-0.077,0.256,0.219,0.134,-0.03,0.052,0.266,0.28,0.07,0,0.084,0,0,0,0.28,0,0.036,0,0.208,0.094,0.048,0
469,8.08,0.93,1,-0.071,0.253,0.218,0.132,-0.028,0.046,0.26,0.27,0.074,0,0.104,0,0,0,0.27,0,0.04,0,0.212,0.1,0.042,0
470,8.097,0.93,1,-0.074,0.252,0.216,0.13,-0.026,0.038,0.248,0.27,0.088,0,0.108,0,0,0,0.27,0,0.046,0,0.21,0.112,0.038,0
471,8.114,0.93,1,-0.074,0.246,0.212,0.129,-0.026,0.036,0.254,0.27,0.072,0,0.102,0,0,0,0.262,0,0.068,0,0.214,0.116,0.056,0
472,8.131,0.98,1,-0.076,0.244,0.211,0.127,-0.024,0.04,0.238,0.272,0.05,0,0.118,0,0,0,0.254,0,0.062,0,0.194,0.104,0.07,0
473,8.148,0.93,1,-0.073,0.254,0.212,0.134,-0.035,0.05,0.196,0.266,0.03,0,0.148,0,0,0,0.246,0,0.044,0,0.18,0.108,0.082,0
474,8.166,0.93,1,-0.08,0.259,0.218,0.133,-0.027,0.056,0.184,0.264,0.06,0,0.172,0,0,0,0.26,0,0.036,0,0.172,0.116,0.074,0
475,8.183,0.98,1,-0.081,0.26,0.223,0.128,-0.024,0.056,0.182,0.264,0.07,0,0.172,0,0,0,0.278,0,0.046,0,0.17,0.124,0.08,0
476,8.2,0.93,1,-0.084,0.258,0.22,0.135,-0.036,0.054,0.184,0.27,0.078,0,0.186,0,0,0,0.284,0,0.066,0,0.166,0.112,0.074,0
477,8.217,0.93,1,-0.083,0.267,0.226,0.132,-0.028,0.052,0.196,0.264,0.07,0,0.198,0,0,0,0.288,0,0.072,0,0.162,0.112,0.07,0
478,8.235,0.98,1,-0.08,0.267,0.226,0.127,-0.023,0.05,0.204,0.266,0.054,0,0.174,0,0,0,0.278,0,0.076,0,0.158,0.124,0.072,0
479,8.252,0.93,1,-0.079,0.266,0.225,0.134,-0.036,0.064,0.238,0.27,0.044,0,0.152,0,0,0,0.272,0,0.08,0,0.158,0.118,0.07,0
480,8.269,0.93,1,-0.08,0.278,0.23,0.13,-0.027,0.072,0.254,0.284,0.026,0,0.144,0,0,0,0.276,0,0.088,0,0.158,0.11,0.062,0
481,8.286,0.98,1,-0.078,0.275,0.232,0.126,-0.024,0.074,0.256,0.294,0.04,0,0.198,0,0,0,0.284,0,0.09,0,0.156,0.088,0.032,0
482,8.304,0.93,1,-0.077,0.269,0.234,0.135,-0.038,0.072,0.268,0.292,0.054,0,0.202,0,0,0,0.302,0,0.09,0,0.152,0.104,0.036,0
483,8.321,0.98,1,-0.074,0.274,0.238,0.133,-0.031,0.062,0.25,0.29,0.074,0,0.174,0,0,0,0.302,0,0.074,0,0.152,0.112,0.062,0
484,8.338,0.93,1,-0.07,0.273,0.236,0.129,-0.027,0.066,0.276,0.278,0.086,0,0.126,0,0,0,0.294,0,0.068,0,0.162,0.146,0.108,0
485,8.355,0.98,1,-0.07,0.271,0.234,0.127,-0.026,0.068,0.254,0.294,0.08,0,0.11,0,0,0,0.282,0,0.068,0,0.152,0.14,0.118,0
486,8.372,0.93,1,-0.076,0.275,0.242,0.136,-0.042,0.078,0.286,0.312,0.07,0,0.108,0,0,0,0.27,0,0.062,0,0.146,0.14,0.13,0
487,8.39,0.98,1,-0.071,0.277,0.241,0.131,-0.034,0.078,0.294,0.318,0.064,0,0.09,0,0,0,0.27,0,0.054,0,0.146,0.14,0.126,0
488,8.407,0.93,1,-0.072,0.276,0.235,0.131,-0.033,0.064,0.312,0.312,0.066,0,0.086,0,0,0,0.268,0,0.03,0,0.158,0.144,0.122,0
489,8.424,0.98,1,-0.068,0.268,0.232,0.132,-0.034,0.054,0.298,0.302,0.064,0,0.062,0,0,0,0.268,0,0.028,0,0.164,0.144,0.102,0
490,8.441,0.98,1,-0.069,0.267,0.229,0.131,-0.033,0.05,0.304,0.31,0.052,0,0.036,0,0,0,0.262,0,0.026,0,0.162,0.144,0.092,0
491,8.459,0.93,1,-0.066,0.27,0.229,0.131,-0.035,0.052,0.322,0.31,0.052,0,0.016,0,0,0,0.258,0,0.038,0,0.16,0.152,0.102,0
492,8.476,0.98,1,-0.064,0.273,0.231,0.133,-0.035,0.062,0.328,0.318,0.044,0,0.006,0,0,0,0.254,0,0.042,0,0.16,0.156,0.106,0
493,8.493,0.93,1,-0.065,0.275,0.23,0.132,-0.035,0.062,0.308,0.32,0.046,0,0.016,0,0,0,0.256,0,0.05,0,0.166,0.162,0.106,0
494,8.51,0.93,1,-0.062,0.276,0.23,0.132,-0.036,0.06,0.28,0.318,0.028,0,0.02,0,0,0,0.258,0,0.054,0,0.174,0.158,0.1,0
495,8.527,0.93,1,-0.06,0.271,0.228,0.132,-0.035,0.048,0.272,0.316,0.036,0,0.042,0,0,0,0.252,0,0.058,0,0.176,0.15,0.088,0
496,8.545,0.93,1,-0.057,0.271,0.229,0.131,-0.033,0.048,0.268,0.318,0.024,0,0.028,0,0,0,0.244,0,0.052,0,0.178,0.142,0.074,0
497,8.562,0.93,1,-0.057,0.262,0.224,0.129,-0.031,0.058,0.274,0.326,0.032,0,0.044,0,0,0,0.252,0,0.052,0,0.18,0.146,0.062,0
498,8.579,0.98,1,-0.063,0.264,0.223,0.129,-0.03,0.066,0.27,0.342,0.008,0,0.062,0,0,0,0.27,0,0.044,0,0.184,0.142,0.066,0
499,8.596,0.93,1,-0.064,0.268,0.223,0.134,-0.038,0.052,0.242,0.328,0.008,0,0.094,0,0,0,0.298,0,0.062,0,0.172,0.132,0.086,0
500,8.614,0.93,1,-0.075,0.271,0.227,0.134,-0.031,0.046,0.242,0.314,0.01,0,0.148,0,0,0,0.288,0,0.068,0,0.16,0.13,0.112,0
501,8.631,0.93,1,-0.075,0.268,0.224,0.129,-0.026,0.036,0.23,0.272,0.036,0,0.188,0,0,0,0.274,0,0.086,0,0.154,0.148,0.146,0
502,8.648,0.98,1,-0.076,0.271,0.224,0.128,-0.023,0.042,0.232,0.264,0.056,0,0.226,0,0,0,0.276,0,0.076,0,0.16,0.142,0.146,0
503,8.665,0.93,1,-0.075,0.259,0.217,0.133,-0.033,0.038,0.204,0.25,0.078,0,0.2,0,0,0,0.272,0,0.076,0,0.154,0.132,0.138,0
504,8.683,0.98,1,-0.072,0.256,0.225,0.128,-0.022,0.036,0.174,0.262,0.07,0,0.176,0,0,0,0.282,0,0.066,0,0.148,0.118,0.12,0
505,8.7,0.93,1,-0.074,0.25,0.216,0.135,-0.031,0.026,0.164,0.258,0.066,0,0.17,0,0,0,0.26,0,0.072,0,0.136,0.128,0.116,0
506,8.717,0.98,1,-0.075,0.258,0.224,0.127,-0.02,0.026,0.14,0.266,0.044,0,0.166,0,0,0,0.27,0,0.07,0,0.136,0.118,0.118,0
507,8.734,0.93,1,-0.078,0.25,0.218,0.135,-0.03,0.014,0.15,0.258,0.048,0,0.182,0,0,0,0.264,0,0.066,0,0.134,0.128,0.13,0
508,8.751,0.98,1,-0.079,0.257,0.224,0.127,-0.02,0.026,0.134,0.26,0.056,0,0.164,0,0,0,0.274,0,0.066,0.006,0.134,0.12,0.124,0
509,8.769,0.98,1,-0.072,0.252,0.218,0.134,-0.031,0.02,0.142,0.266,0.048,0,0.192,0,0,0,0.276,0,0.062,0.006,0.13,0.136,0.124,0
510,8.786,0.98,1,-0.078,0.259,0.222,0.13,-0.02,0.026,0.136,0.264,0.05,0,0.176,0,0,0,0.284,0,0.052,0.006,0.136,0.13,0.106,0
511,8.803,0.98,1,-0.08,0.264,0.223,0.126,-0.015,0.024,0.146,0.268,0.044,0,0.178,0,0,0,0.284,0,0.044,0.018,0.138,0.138,0.114,0
512,8.82,0.93,1,-0.079,0.258,0.216,0.134,-0.029,0.02,0.168,0.264,0.06,0,0.196,0,0,0,0.282,0,0.044,0.018,0.142,0.128,0.116,0
513,8.838,0.98,1,-0.074,0.259,0.222,0.13,-0.019,0.024,0.17,0.268,0.036,0,0.216,0,0,0,0.272,0,0.06,0.018,0.13,0.122,0.114,0
514,8.855,0.98,1,-0.071,0.265,0.222,0.135,-0.03,0.022,0.188,0.26,0.038,0,0.252,0,0,0,0.282,0,0.062,0,0.122,0.126,0.128,0
515,8.872,0.93,1,-0.068,0.267,0.227,0.131,-0.02,0.018,0.172,0.25,0.032,0,0.224,0,0,0,0.276,0,0.058,0,0.122,0.132,0.126,0
516,8.889,0.98,1,-0.071,0.269,0.225,0.127,-0.015,0.024,0.186,0.248,0.042,0,0.196,0,0,0,0.278,0,0.046,0.018,0.126,0.14,0.132,0
517,8.906,0.93,1,-0.069,0.263,0.224,0.135,-0.028,0.018,0.182,0.238,0.046,0,0.182,0,0,0,0.258,0,0.044,0.018,0.126,0.134,0.124,0
518,8.924,0.98,1,-0.069,0.268,0.23,0.13,-0.02,0.022,0.192,0.252,0.052,0,0.192,0,0,0,0.268,0,0.05,0.032,0.116,0.126,0.098,0
519,8.941,0.93,1,-0.07,0.264,0.231,0.138,-0.033,0.008,0.182,0.258,0.06,0,0.218,0,0,0,0.28,0,0.05,0.016,0.112,0.116,0.088,0
520,8.958,0.98,1,-0.069,0.268,0.232,0.134,-0.024,0.022,0.174,0.262,0.058,0,0.21,0,0,0,0.284,0,0.048,0.016,0.12,0.108,0.09,0
521,8.975,0.98,1,-0.068,0.267,0.232,0.13,-0.02,0.03,0.17,0.262,0.058,0,0.18,0,0,0,0.276,0,0.046,0,0.13,0.108,0.1,0
522,8.993,0.98,1,-0.072,0.267,0.229,0.138,-0.033,0.026,0.172,0.258,0.052,0,0.184,0,0,0,0.264,0,0.052,0,0.136,0.104,0.112,0
523,9.01,0.98,1,-0.071,0.272,0.234,0.134,-0.024,0.016,0.186,0.252,0.054,0,0.19,0,0,0,0.262,0,0.056,0,0.136,0.1,0.108,0
524,9.027,0.98,1,-0.069,0.271,0.231,0.128,-0.018,0.018,0.184,0.25,0.046,0,0.21,0,0,0,0.258,0,0.058,0,0.136,0.1,0.122,0
525,9.044,0.98,1,-0.07,0.265,0.225,0.135,-0.03,0.018,0.18,0.256,0.064,0,0.202,0,0,0,0.244,0,0.06,0,0.142,0.102,0.11,0
526,9.062,0.98,1,-0.066,0.275,0.232,0.132,-0.023,0.018,0.182,0.266,0.072,0,0.208,0,0,0,0.234,0,0.066,0,0.142,0.102,0.104,0
527,9.079,0.98,1,-0.068,0.274,0.229,0.126,-0.018,0.01,0.172,0.258,0.084,0,0.188,0,0,0,0.242,0,0.06,0,0.142,0.102,0.094,0
528,9.096,0.98,1,-0.071,0.26,0.222,0.134,-0.031,0.01,0.15,0.246,0.07,0,0.182,0,0,0,0.26,0,0.058,0,0.136,0.104,0.106,0
529,9.113,0.98,1,-0.073,0.272,0.227,0.132,-0.024,0.014,0.14,0.23,0.048,0,0.176,0,0,0,0.256,0,0.052,0,0.134,0.11,0.11,0
530,9.13,0.98,1,-0.08,0.278,0.221,0.126,-0.018,0.01,0.138,0.234,0.042,0,0.174,0,0,0,0.25,0,0.05,0,0.138,0.112,0.12,0
531,9.148,0.93,1,-0.081,0.272,0.213,0.132,-0.028,0.014,0.164,0.244,0.05,0,0.176,0,0,0,0.228,0,0.054,0,0.138,0.106,0.13,0
532,9.165,0.98,1,-0.075,0.283,0.218,0.127,-0.019,0.014,0.146,0.264,0.038,0,0.148,0,0,0,0.25,0,0.072,0,0.128,0.102,0.15,0
533,9.182,0.93,1,-0.075,0.279,0.213,0.133,-0.03,0.01,0.134,0.256,0.05,0,0.182,0,0,0,0.25,0,0.08,0,0.122,0.098,0.158,0
534,9.199,0.98,1,-0.073,0.285,0.22,0.127,-0.02,0.006,0.108,0.248,0.044,0,0.172,0,0,0,0.278,0,0.08,0,0.118,0.098,0.146,0
535,9.217,0.93,1,-0.074,0.282,0.222,0.137,-0.032,0,0.114,0.24,0.062,0,0.196,0,0,0,0.274,0,0.068,0,0.114,0.096,0.128,0
536,9.234,0.98,1,-0.074,0.283,0.218,0.13,-0.02,0,0.138,0.238,0.05,0,0.172,0,0,0,0.276,0,0.06,0,0.122,0.102,0.11,0
537,9.251,0.98,1,-0.076,0.285,0.215,0.122,-0.014,0,0.146,0.234,0.032,0,0.174,0,0,0,0.268,0,0.06,0,0.13,0.104,0.12,0
538,9.268,0.93,1,-0.075,0.282,0.212,0.131,-0.028,0,0.124,0.23,0.014,0,0.188,0,0,0,0.262,0,0.06,0,0.14,0.102,0.13,0
539,9.285,0.98,1,-0.075,0.282,0.213,0.125,-0.018,0.002,0.118,0.234,0.002,0,0.19,0,0,0,0.258,0,0.072,0,0.134,0.104,0.136,0
540,9.303,0.93,1,-0.069,0.291,0.214,0.133,-0.031,0.002,0.122,0.23,0.002,0,0.176,0,0,0,0.248,0,0.068,0,0.132,0.102,0.13,0
541,9.32,0.98,1,-0.068,0.287,0.21,0.126,-0.019,0.002,0.146,0.238,0,0,0.142,0,0,0,0.252,0,0.07,0,0.114,0.108,0.112,0
542,9.337,0.93,1,-0.072,0.285,0.215,0.134,-0.031,0,0.152,0.23,0,0,0.122,0,0,0,0.258,0,0.054,0,0.108,0.106,0.112,0
543,9.354,0.98,1,-0.071,0.288,0.21,0.126,-0.021,0,0.156,0.238,0,0,0.134,0,0,0,0.28,0,0.062,0,0.102,0.104,0.12,0
544,9.372,0.93,1,-0.071,0.286,0.214,0.132,-0.032,0,0.168,0.228,0,0,0.152,0,0,0,0.284,0,0.048,0,0.114,0.102,0.12,0
545,9.389,0.98,1,-0.065,0.289,0.213,0.127,-0.021,0.004,0.148,0.236,0,0,0.156,0,0,0,0.288,0,0.062,0,0.106,0.096,0.114,0
546,9.406,0.93,1,-0.066,0.289,0.219,0.135,-0.034,0.004,0.144,0.23,0,0,0.142,0,0,0,0.28,0,0.054,0,0.106,0.094,0.102,0
547,9.423,0.98,1,-0.064,0.29,0.217,0.131,-0.023,0.022,0.16,0.23,0,0,0.154,0,0,0,0.27,0,0.064,0,0.116,0.096,0.106,0
548,9.441,0.98,1,-0.068,0.296,0.22,0.123,-0.016,0.026,0.176,0.23,0,0,0.172,0,0,0,0.28,0,0.064,0,0.124,0.1,0.104,0
549,9.458,0.93,1,-0.073,0.288,0.224,0.137,-0.032,0.026,0.184,0.226,0,0,0.2,0,0,0,0.266,0,0.066,0,0.13,0.104,0.118,0
550,9.475,0.98,1,-0.073,0.292,0.218,0.127,-0.021,0.008,0.174,0.232,0.028,0,0.186,0,0,0,0.266,0,0.06,0,0.128,0.108,0.114,0
551,9.492,0.98,1,-0.071,0.299,0.221,0.124,-0.017,0.004,0.182,0.23,0.03,0,0.188,0,0,0,0.262,0,0.062,0,0.13,0.094,0.112,0
552,9.509,0.98,1,-0.073,0.3,0.222,0.134,-0.033,0.008,0.188,0.24,0.034,0,0.19,0,0,0,0.294,0,0.068,0,0.12,0.1,0.102,0
553,9.527,0.98,1,-0.067,0.292,0.221,0.131,-0.023,0.02,0.206,0.236,0.016,0,0.178,0,0,0,0.314,0,0.072,0,0.124,0.1,0.114,0
554,9.544,0.98,1,-0.07,0.294,0.224,0.124,-0.019,0.024,0.198,0.25,0.012,0,0.15,0,0,0,0.32,0,0.082,0,0.124,0.108,0.128,0
555,9.561,0.93,1,-0.071,0.292,0.224,0.133,-0.035,0.028,0.198,0.244,0.02,0,0.128,0,0,0,0.298,0,0.09,0,0.13,0.1,0.12,0
556,9.578,0.98,1,-0.069,0.293,0.225,0.127,-0.024,0.026,0.18,0.242,0.022,0,0.146,0,0,0,0.286,0,0.086,0,0.126,0.098,0.126,0
557,9.596,0.98,1,-0.067,0.295,0.233,0.123,-0.02,0.028,0.192,0.236,0.022,0,0.166,0,0,0,0.28,0,0.074,0,0.126,0.092,0.114,0
558,9.613,0.93,1,-0.065,0.296,0.223,0.131,-0.036,0.036,0.194,0.242,0.022,0,0.188,0,0,0,0.292,0,0.072,0,0.124,0.09,0.128,0
559,9.63,0.93,1,-0.065,0.294,0.225,0.127,-0.024,0.044,0.208,0.236,0.026,0,0.188,0,0,0,0.304,0,0.084,0,0.13,0.092,0.134,0
560,9.647,0.98,1,-0.065,0.295,0.227,0.123,-0.021,0.048,0.206,0.238,0.026,0,0.202,0,0,0,0.3,0,0.102,0,0.136,0.084,0.13,0
561,9.664,0.93,1,-0.065,0.292,0.221,0.132,-0.036,0.052,0.214,0.238,0.022,0,0.202,0,0,0,0.302,0,0.104,0,0.134,0.09,0.14,0
562,9.682,0.93,1,-0.071,0.291,0.227,0.127,-0.024,0.048,0.198,0.252,0.012,0,0.19,0,0,0,0.308,0,0.108,0,0.138,0.086,0.126,0
563,9.699,0.98,1,-0.064,0.294,0.226,0.122,-0.02,0.058,0.204,0.252,0.012,0,0.17,0,0,0,0.326,0,0.098,0,0.142,0.094,0.152,0
564,9.716,0.93,1,-0.065,0.287,0.222,0.133,-0.035,0.054,0.206,0.244,0.006,0,0.164,0,0,0,0.324,0,0.088,0,0.148,0.104,0.148,0
565,9.733,0.93,1,-0.064,0.293,0.223,0.128,-0.024,0.044,0.206,0.242,0.006,0,0.182,0,0,0,0.304,0,0.08,0,0.138,0.102,0.138,0
566,9.751,0.98,1,-0.061,0.294,0.226,0.124,-0.019,0.038,0.204,0.242,0.006,0,0.194,0,0,0,0.294,0,0.072,0,0.136,0.084,0.122,0
567,9.768,0.93,1,-0.061,0.305,0.214,0.13,-0.034,0.018,0.186,0.246,0.022,0,0.192,0,0,0,0.3,0,0.078,0,0.134,0.072,0.108,0
568,9.785,0.98,1,-0.059,0.29,0.219,0.126,-0.023,0.032,0.176,0.26,0.018,0,0.168,0,0,0,0.326,0,0.074,0,0.136,0.064,0.13,0
569,9.802,0.93,1,-0.064,0.29,0.219,0.134,-0.035,0.016,0.158,0.244,0.042,0,0.17,0,0,0,0.324,0,0.078,0,0.126,0.094,0.122,0
570,9.82,0.93,1,-0.059,0.288,0.218,0.127,-0.021,0.018,0.17,0.238,0.032,0,0.166,0,0,0,0.324,0,0.068,0,0.12,0.098,0.124,0
571,9.837,0.98,1,-0.057,0.292,0.22,0.122,-0.018,0.002,0.176,0.224,0.032,0,0.17,0,0,0,0.32,0,0.08,0,0.12,0.084,0.106,0
572,9.854,0.93,1,-0.066,0.291,0.216,0.134,-0.034,0.002,0.156,0.228,0.008,0,0.17,0,0,0,0.314,0,0.064,0,0.116,0.084,0.1,0
573,9.871,0.98,1,-0.063,0.291,0.22,0.128,-0.021,0.004,0.12,0.226,0.004,0,0.166,0,0,0,0.298,0,0.072,0,0.12,0.084,0.094,0
574,9.888,0.98,1,-0.068,0.292,0.219,0.124,-0.017,0.01,0.098,0.224,0.004,0,0.128,0,0,0,0.298,0,0.072,0.01,0.118,0.088,0.088,0
575,9.906,0.93,1,-0.066,0.283,0.218,0.136,-0.033,0.01,0.102,0.212,0.014,0,0.114,0,0,0,0.304,0,0.074,0.01,0.122,0.08,0.104,0
576,9.923,0.98,1,-0.067,0.282,0.218,0.129,-0.021,0.016,0.108,0.208,0.01,0,0.088,0,0,0,0.306,0,0.07,0.01,0.126,0.078,0.12,0
577,9.94,0.98,1,-0.064,0.285,0.217,0.123,-0.015,0.01,0.112,0.204,0.01,0,0.112,0,0,0,0.29,0,0.064,0,0.13,0.092,0.118,0
578,9.957,0.93,1,-0.069,0.28,0.215,0.135,-0.031,0.02,0.136,0.21,0,0,0.102,0,0,0,0.292,0,0.07,0,0.134,0.1,0.116,0
