frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
18,0.31,0.98,1,0.379,0.168,0.054,-0.577,-0.068,0.432,0.166,0.404,0.01,0.076,0.566,0.056,0.212,0.026,0.288,0,0.35,0,0.082,0,0.034,0.24
19,0.327,0.98,1,0.37,0.158,0.052,-0.58,-0.07,0.44,0.172,0.398,0.01,0.07,0.584,0.054,0.202,0.028,0.274,0,0.35,0,0.092,0,0.046,0.214
20,0.345,0.98,1,0.374,0.16,0.05,-0.578,-0.074,0.434,0.158,0.402,0,0.066,0.602,0.058,0.206,0.032,0.272,0,0.36,0,0.074,0,0.054,0.198
21,0.362,0.98,1,0.378,0.158,0.045,-0.578,-0.077,0.424,0.132,0.398,0,0.076,0.63,0.066,0.2,0.034,0.276,0,0.362,0,0.07,0,0.064,0.196
22,0.379,0.98,1,0.373,0.165,0.042,-0.576,-0.08,0.416,0.126,0.406,0,0.084,0.636,0.064,0.19,0.04,0.27,0,0.37,0,0.068,0,0.052,0.192
23,0.396,0.98,1,0.379,0.162,0.04,-0.575,-0.082,0.422,0.136,0.396,0,0.09,0.638,0.064,0.192,0.046,0.296,0,0.366,0,0.082,0,0.04,0.17
24,0.413,0.98,1,0.372,0.153,0.037,-0.576,-0.082,0.424,0.15,0.39,0,0.09,0.614,0.058,0.198,0.05,0.298,0,0.378,0,0.082,0,0.03,0.156
25,0.431,0.98,1,0.384,0.153,0.034,-0.575,-0.084,0.42,0.172,0.372,0,0.088,0.602,0.062,0.202,0.056,0.316,0,0.374,0,0.068,0,0.02,0.146
26,0.448,0.98,1,0.41,0.139,0.031,-0.582,-0.083,0.402,0.196,0.356,0,0.086,0.6,0.068,0.208,0.062,0.296,0,0.358,0,0.046,0,0.026,0.152
27,0.465,0.98,1,0.43,0.136,0.029,-0.585,-0.083,0.384,0.202,0.336,0,0.086,0.602,0.06,0.208,0.068,0.288,0,0.332,0,0.04,0,0.028,0.15
28,0.482,0.98,1,0.44,0.133,0.024,-0.588,-0.082,0.374,0.186,0.33,0,0.084,0.614,0.058,0.22,0.072,0.28,0,0.336,0,0.048,0,0.026,0.142
29,0.5,0.98,1,0.418,0.138,0.019,-0.586,-0.082,0.388,0.156,0.32,0,0.082,0.6,0.046,0.236,0.082,0.278,0,0.346,0,0.066,0,0.006,0.132
30,0.517,0.98,1,0.448,0.128,0.015,-0.588,-0.081,0.392,0.142,0.318,0,0.082,0.594,0.056,0.256,0.092,0.282,0,0.37,0,0.068,0,0,0.118
31,0.534,0.98,1,0.451,0.122,0.011,-0.59,-0.08,0.392,0.108,0.296,0,0.086,0.59,0.054,0.284,0.098,0.28,0.006,0.378,0,0.066,0,0.002,0.104
32,0.551,0.98,1,0.458,0.12,0.005,-0.588,-0.082,0.382,0.094,0.274,0,0.092,0.57,0.054,0.302,0.1,0.3,0.014,0.386,0,0.068,0,0.002,0.086
33,0.568,0.98,1,0.461,0.116,0,-0.586,-0.082,0.388,0.084,0.268,0,0.094,0.582,0.058,0.31,0.104,0.312,0.026,0.402,0,0.078,0,0.002,0.08
34,0.586,0.98,1,0.467,0.11,-0.007,-0.585,-0.083,0.416,0.13,0.266,0,0.094,0.582,0.068,0.316,0.114,0.332,0.028,0.414,0,0.1,0,0,0.074
35,0.603,0.98,1,0.464,0.105,-0.008,-0.584,-0.083,0.432,0.162,0.262,0,0.094,0.612,0.076,0.312,0.124,0.33,0.03,0.428,0,0.12,0,0,0.064
36,0.62,0.98,1,0.469,0.097,-0.012,-0.584,-0.086,0.44,0.166,0.232,0,0.09,0.588,0.084,0.302,0.136,0.34,0.02,0.43,0,0.128,0,0,0.038
37,0.637,0.98,1,0.473,0.096,-0.014,-0.582,-0.087,0.44,0.156,0.228,0,0.086,0.58,0.092,0.276,0.142,0.338,0.01,0.444,0,0.122,0,0,0.014
38,0.655,0.98,1,0.471,0.096,-0.014,-0.575,-0.089,0.434,0.14,0.23,0,0.088,0.578,0.104,0.248,0.146,0.31,0,0.46,0,0.12,0,0.018,0.002
39,0.672,0.98,1,0.471,0.071,-0.017,-0.575,-0.093,0.428,0.13,0.232,0,0.098,0.58,0.11,0.25,0.148,0.262,0.02,0.488,0,0.128,0,0.018,0.002
40,0.689,0.98,1,0.469,0.065,-0.018,-0.574,-0.095,0.412,0.116,0.21,0,0.104,0.57,0.108,0.27,0.152,0.22,0.036,0.524,0,0.142,0,0.042,0
41,0.706,0.98,1,0.469,0.048,-0.018,-0.574,-0.097,0.4,0.106,0.2,0,0.106,0.548,0.116,0.292,0.16,0.21,0.058,0.55,0,0.146,0,0.042,0
42,0.724,0.98,1,0.476,0.035,-0.018,-0.573,-0.101,0.388,0.104,0.196,0,0.092,0.528,0.106,0.294,0.166,0.232,0.09,0.542,0,0.152,0,0.04,0
43,0.741,0.98,1,0.479,0.038,-0.017,-0.57,-0.104,0.378,0.084,0.188,0,0.084,0.492,0.104,0.282,0.172,0.266,0.114,0.518,0,0.142,0,0.026,0
44,0.758,0.98,1,0.492,0.03,-0.022,-0.57,-0.107,0.376,0.076,0.172,0,0.066,0.452,0.09,0.274,0.178,0.306,0.092,0.5,0,0.14,0,0.028,0
45,0.775,0.98,1,0.501,0.026,-0.024,-0.566,-0.111,0.374,0.078,0.16,0,0.062,0.42,0.096,0.266,0.186,0.34,0.04,0.48,0,0.12,0,0.072,0
46,0.792,0.98,1,0.505,0.02,-0.031,-0.563,-0.116,0.37,0.112,0.146,0,0.056,0.408,0.102,0.284,0.202,0.368,0,0.482,0,0.134,0,0.088,0
47,0.81,0.98,1,0.502,0.032,-0.028,-0.558,-0.12,0.368,0.13,0.132,0,0.052,0.388,0.108,0.288,0.208,0.378,0.022,0.47,0,0.138,0,0.096,0
48,0.827,0.98,1,0.518,0.028,-0.033,-0.558,-0.123,0.362,0.14,0.11,0,0.048,0.384,0.096,0.286,0.218,0.36,0.022,0.476,0,0.148,0,0.098,0
49,0.844,0.98,1,0.509,0.017,-0.032,-0.555,-0.126,0.362,0.128,0.102,0,0.042,0.37,0.09,0.278,0.21,0.346,0.03,0.466,0,0.144,0,0.1,0
50,0.861,0.98,1,0.506,0.028,-0.028,-0.55,-0.128,0.344,0.112,0.072,0,0.032,0.364,0.082,0.28,0.21,0.336,0.014,0.454,0,0.13,0,0.108,0
51,0.879,0.98,1,0.497,0.035,-0.022,-0.543,-0.131,0.346,0.118,0.048,0,0.034,0.368,0.1,0.288,0.208,0.326,0.014,0.436,0,0.128,0,0.1,0
52,0.896,0.98,1,0.478,0.039,-0.017,-0.534,-0.136,0.334,0.12,0.02,0,0.034,0.39,0.102,0.286,0.204,0.312,0.008,0.412,0,0.132,0,0.11,0
53,0.913,0.98,1,0.466,0.034,-0.016,-0.531,-0.14,0.336,0.116,0.01,0.004,0.044,0.42,0.106,0.286,0.204,0.322,0.01,0.4,0,0.154,0,0.106,0
54,0.93,0.98,1,0.44,0.035,0.001,-0.522,-0.144,0.326,0.11,0.006,0.012,0.046,0.416,0.106,0.292,0.208,0.332,0.022,0.384,0,0.17,0,0.106,0
55,0.947,0.98,1,0.425,0.02,0.001,-0.52,-0.146,0.326,0.128,0,0.02,0.048,0.42,0.112,0.292,0.218,0.332,0.036,0.374,0,0.18,0,0.118,0
56,0.965,0.98,1,0.419,0.021,0.005,-0.516,-0.149,0.322,0.18,0,0.032,0.056,0.39,0.11,0.298,0.236,0.332,0.04,0.364,0,0.174,0,0.116,0
57,0.982,0.98,1,0.417,0.016,0.006,-0.515,-0.151,0.31,0.202,0,0.046,0.062,0.372,0.108,0.302,0.244,0.348,0.046,0.372,0,0.174,0,0.128,0
58,0.999,0.98,1,0.414,0.019,0.007,-0.514,-0.153,0.296,0.178,0,0.058,0.064,0.358,0.108,0.316,0.254,0.368,0.034,0.356,0,0.168,0,0.104,0
59,1.016,0.98,1,0.41,0.012,0.007,-0.51,-0.155,0.296,0.15,0,0.046,0.062,0.386,0.116,0.332,0.254,0.374,0.03,0.35,0,0.17,0,0.102,0
60,1.034,0.98,1,0.413,0.003,0.008,-0.51,-0.154,0.302,0.134,0,0.058,0.054,0.426,0.118,0.344,0.258,0.372,0.01,0.348,0,0.174,0,0.084,0
61,1.051,0.98,1,0.407,0.005,0.011,-0.509,-0.154,0.306,0.164,0,0.064,0.052,0.45,0.12,0.346,0.254,0.352,0.008,0.364,0,0.182,0,0.086,0
62,1.068,0.98,1,0.414,0.015,0.016,-0.508,-0.154,0.3,0.184,0,0.088,0.046,0.452,0.122,0.35,0.256,0.344,0,0.366,0,0.184,0,0.086,0
63,1.085,0.98,1,0.412,0.018,0.016,-0.506,-0.155,0.292,0.192,0,0.078,0.044,0.434,0.124,0.346,0.254,0.344,0,0.354,0,0.172,0,0.076,0
64,1.103,0.98,1,0.424,0.03,0.018,-0.503,-0.154,0.282,0.176,0,0.09,0.044,0.4,0.11,0.336,0.256,0.36,0.004,0.33,0,0.174,0,0.058,0
65,1.12,0.98,1,0.42,0.027,0.025,-0.499,-0.154,0.272,0.158,0,0.088,0.044,0.38,0.094,0.324,0.252,0.368,0.008,0.33,0,0.18,0,0.042,0
66,1.137,0.98,1,0.422,0.029,0.026,-0.499,-0.152,0.272,0.142,0,0.084,0.044,0.376,0.084,0.316,0.248,0.376,0.016,0.346,0,0.196,0,0.044,0
67,1.154,0.98,1,0.429,0.04,0.029,-0.495,-0.153,0.276,0.136,0,0.07,0.04,0.376,0.092,0.31,0.244,0.396,0.018,0.368,0,0.19,0,0.052,0
68,1.171,0.98,1,0.428,0.037,0.027,-0.493,-0.15,0.272,0.144,0,0.058,0.036,0.382,0.098,0.306,0.252,0.402,0.016,0.366,0,0.182,0,0.062,0
69,1.189,0.98,1,0.432,0.043,0.032,-0.49,-0.149,0.26,0.138,0,0.056,0.036,0.382,0.102,0.304,0.258,0.398,0.006,0.344,0,0.164,0,0.056,0
70,1.206,0.98,1,0.417,0.031,0.035,-0.489,-0.148,0.256,0.136,0,0.048,0.042,0.378,0.104,0.314,0.266,0.4,0.008,0.346,0,0.152,0,0.046,0
71,1.223,0.98,1,0.435,0.051,0.037,-0.487,-0.147,0.254,0.112,0,0.048,0.044,0.356,0.114,0.316,0.268,0.396,0.008,0.342,0,0.148,0,0.042,0
72,1.24,0.98,1,0.43,0.039,0.036,-0.487,-0.147,0.244,0.096,0,0.03,0.044,0.332,0.11,0.332,0.274,0.42,0.024,0.35,0,0.14,0,0.046,0
73,1.258,0.98,1,0.432,0.038,0.037,-0.485,-0.146,0.242,0.096,0,0.028,0.04,0.294,0.096,0.33,0.274,0.404,0.016,0.33,0,0.14,0,0.036,0
74,1.275,0.98,1,0.425,0.035,0.041,-0.482,-0.146,0.248,0.11,0,0.016,0.036,0.266,0.076,0.334,0.278,0.406,0.016,0.326,0,0.14,0,0.018,0
75,1.292,0.98,1,0.432,0.048,0.04,-0.48,-0.146,0.256,0.14,0,0.02,0.036,0.222,0.06,0.326,0.278,0.37,0.006,0.31,0,0.15,0,0,0
76,1.309,0.98,1,0.434,0.04,0.042,-0.479,-0.144,0.266,0.128,0,0.03,0.036,0.218,0.044,0.324,0.282,0.39,0.012,0.328,0,0.128,0,0.002,0
77,1.326,0.98,1,0.456,0.055,0.052,-0.464,-0.141,0.244,0.094,0,0.056,0.044,0.174,0.022,0.308,0.28,0.36,0.012,0.31,0,0.09,0,0.018,0
78,1.344,0.98,1,0.449,0.062,0.062,-0.451,-0.139,0.222,0.056,0,0.094,0.048,0.156,0.01,0.304,0.28,0.376,0.008,0.29,0,0.042,0,0.018,0
79,1.361,0.98,1,0.447,0.064,0.068,-0.442,-0.141,0.192,0.06,0,0.126,0.06,0.12,0.002,0.312,0.286,0.354,0.004,0.242,0,0.012,0,0.016,0
80,1.378,0.98,1,0.439,0.067,0.071,-0.433,-0.143,0.196,0.102,0,0.14,0.062,0.142,0.002,0.338,0.288,0.376,0.004,0.22,0,0,0,0.01,0
81,1.395,0.98,1,0.432,0.059,0.071,-0.424,-0.143,0.204,0.138,0,0.154,0.064,0.148,0,0.34,0.296,0.368,0.004,0.202,0,0,0,0.01,0
82,1.413,0.98,1,0.432,0.062,0.073,-0.415,-0.145,0.2,0.146,0,0.14,0.058,0.142,0,0.342,0.306,0.37,0.004,0.194,0,0,0,0.01,0
83,1.43,0.98,1,0.436,0.058,0.072,-0.408,-0.146,0.194,0.142,0,0.144,0.062,0.144,0,0.336,0.314,0.34,0.004,0.184,0,0,0,0,0
84,1.447,0.98,1,0.431,0.053,0.074,-0.402,-0.148,0.188,0.134,0,0.134,0.07,0.168,0,0.336,0.318,0.324,0.004,0.198,0,0,0,0.002,0
85,1.464,0.98,1,0.429,0.055,0.073,-0.395,-0.149,0.17,0.142,0,0.136,0.082,0.194,0.002,0.334,0.324,0.322,0,0.208,0,0,0,0.002,0
86,1.482,0.98,1,0.435,0.056,0.073,-0.389,-0.151,0.152,0.134,0,0.112,0.094,0.206,0.002,0.336,0.33,0.344,0,0.2,0,0,0,0.002,0
87,1.499,0.98,1,0.431,0.059,0.074,-0.383,-0.153,0.144,0.136,0,0.12,0.092,0.192,0.002,0.344,0.334,0.364,0,0.186,0,0,0,0,0
88,1.516,0.98,1,0.438,0.066,0.071,-0.381,-0.154,0.148,0.114,0,0.142,0.1,0.202,0,0.338,0.328,0.358,0,0.162,0,0,0,0,0
89,1.533,0.98,1,0.433,0.081,0.069,-0.378,-0.155,0.162,0.102,0,0.196,0.106,0.184,0,0.334,0.328,0.36,0,0.162,0,0,0,0,0
90,1.55,0.98,1,0.421,0.098,0.066,-0.377,-0.155,0.176,0.112,0,0.204,0.116,0.184,0,0.34,0.324,0.356,0,0.156,0,0,0,0,0
91,1.568,0.98,1,0.423,0.09,0.064,-0.376,-0.156,0.178,0.118,0,0.204,0.114,0.18,0,0.356,0.328,0.372,0,0.154,0,0,0,0,0
92,1.585,0.98,1,0.422,0.083,0.065,-0.374,-0.156,0.172,0.13,0,0.198,0.118,0.2,0,0.358,0.33,0.384,0,0.152,0,0,0,0,0
93,1.602,0.98,1,0.416,0.092,0.067,-0.374,-0.155,0.164,0.132,0,0.194,0.118,0.2,0,0.354,0.338,0.39,0,0.158,0,0,0,0,0
94,1.619,0.98,1,0.418,0.098,0.067,-0.372,-0.154,0.166,0.15,0,0.184,0.122,0.198,0,0.346,0.348,0.386,0,0.174,0,0,0,0,0
95,1.637,0.98,1,0.417,0.101,0.069,-0.373,-0.152,0.168,0.146,0,0.164,0.118,0.198,0,0.344,0.352,0.388,0,0.186,0,0,0,0,0
96,1.654,0.98,1,0.413,0.096,0.069,-0.372,-0.151,0.16,0.12,0,0.138,0.116,0.208,0,0.344,0.344,0.392,0,0.186,0,0,0,0,0
97,1.671,0.98,1,0.407,0.101,0.069,-0.373,-0.151,0.162,0.116,0,0.118,0.114,0.204,0,0.344,0.334,0.392,0,0.176,0,0,0,0,0
98,1.688,0.98,1,0.419,0.103,0.072,-0.369,-0.151,0.164,0.124,0,0.104,0.116,0.178,0,0.346,0.326,0.382,0,0.174,0,0,0,0,0
99,1.705,0.98,1,0.422,0.106,0.072,-0.371,-0.149,0.172,0.148,0,0.114,0.12,0.162,0,0.35,0.326,0.374,0,0.166,0,0,0,0.002,0
100,1.723,0.98,1,0.42,0.109,0.074,-0.371,-0.15,0.174,0.142,0,0.112,0.122,0.158,0,0.358,0.32,0.366,0,0.16,0,0,0,0.002,0
101,1.74,0.98,1,0.42,0.113,0.073,-0.372,-0.149,0.172,0.142,0,0.104,0.126,0.158,0,0.368,0.316,0.36,0,0.158,0,0,0,0.002,0
102,1.757,0.98,1,0.425,0.114,0.074,-0.372,-0.148,0.176,0.138,0,0.114,0.118,0.154,0,0.36,0.316,0.368,0,0.16,0,0,0,0,0
103,1.774,0.98,1,0.422,0.12,0.073,-0.371,-0.147,0.182,0.136,0,0.138,0.108,0.146,0,0.35,0.318,0.386,0,0.164,0,0,0,0,0
104,1.792,0.98,1,0.419,0.117,0.072,-0.371,-0.146,0.186,0.116,0,0.156,0.1,0.162,0,0.336,0.318,0.386,0,0.162,0,0,0,0.004,0
105,1.809,0.98,1,0.424,0.113,0.069,-0.37,-0.146,0.182,0.096,0,0.146,0.102,0.174,0,0.334,0.318,0.39,0,0.162,0,0,0,0.01,0
106,1.826,0.98,1,0.421,0.108,0.072,-0.368,-0.143,0.164,0.066,0,0.116,0.108,0.22,0,0.326,0.314,0.378,0,0.18,0,0,0,0.026,0
107,1.843,0.98,1,0.403,0.078,0.067,-0.368,-0.14,0.152,0.05,0,0.068,0.132,0.266,0,0.34,0.324,0.384,0,0.176,0,0,0,0.022,0
108,1.861,0.98,1,0.36,0.199,0.067,-0.363,-0.14,0.134,0.03,0,0.026,0.152,0.326,0,0.372,0.336,0.4,0,0.182,0,0,0,0.016,0.03
109,1.878,0.98,1,0.318,0.237,0.049,-0.357,-0.137,0.108,0.02,0.006,0,0.172,0.37,0,0.404,0.352,0.41,0,0.174,0,0,0,0,0.064
110,1.895,0.98,1,0.285,0.258,0.048,-0.339,-0.138,0.088,0.008,0.006,0,0.186,0.386,0.002,0.418,0.356,0.42,0,0.166,0,0,0,0,0.096
111,1.912,0.98,1,0.265,0.247,0.05,-0.32,-0.137,0.07,0,0.012,0,0.212,0.406,0.002,0.412,0.35,0.376,0,0.16,0,0,0,0,0.084
112,1.929,0.98,1,0.225,0.247,0.057,-0.301,-0.132,0.07,0,0.008,0,0.232,0.42,0.002,0.39,0.34,0.334,0,0.14,0,0,0,0,0.05
113,1.947,0.98,1,0.176,0.223,0.061,-0.283,-0.126,0.062,0,0.008,0.022,0.244,0.414,0,0.368,0.332,0.282,0,0.134,0,0,0,0,0.018
114,1.964,0.98,1,0.142,0.201,0.065,-0.258,-0.12,0.042,0,0.004,0.022,0.252,0.394,0,0.332,0.332,0.23,0,0.116,0,0,0,0.002,0
115,1.981,0.98,1,0.134,0.19,0.067,-0.23,-0.116,0.018,0,0,0.032,0.264,0.332,0,0.302,0.338,0.214,0,0.086,0,0,0,0.008,0
116,1.998,0.98,1,0.124,0.183,0.064,-0.203,-0.11,0.016,0,0,0.026,0.272,0.308,0,0.268,0.33,0.218,0,0.06,0,0,0,0.016,0
117,2.016,0.98,1,0.081,0.17,0.078,-0.171,-0.109,0.012,0,0.002,0.026,0.278,0.306,0,0.256,0.334,0.254,0,0.054,0,0,0,0.026,0
118,2.033,0.98,1,0.053,0.179,0.084,-0.142,-0.093,0.012,0,0.004,0.014,0.26,0.304,0,0.236,0.344,0.266,0,0.09,0,0,0,0.044,0
119,2.05,0.98,1,0.05,0.155,0.071,-0.128,-0.064,0,0,0.03,0,0.244,0.298,0,0.212,0.362,0.266,0,0.126,0,0,0,0.05,0
120,2.067,0.98,1,0.04,0.162,0.078,-0.102,-0.055,0,0,0.044,0,0.228,0.238,0,0.162,0.366,0.262,0,0.132,0,0,0,0.04,0
121,2.084,0.98,1,0.025,0.158,0.083,-0.08,-0.047,0,0,0.064,0,0.234,0.244,0,0.13,0.362,0.268,0,0.126,0,0,0,0.018,0
122,2.102,0.98,1,0.014,0.163,0.09,-0.056,-0.042,0,0,0.056,0,0.238,0.226,0,0.108,0.356,0.276,0,0.09,0,0,0,0.004,0
123,2.119,0.98,1,0.019,0.175,0.088,-0.035,-0.039,0,0,0.058,0,0.238,0.262,0,0.116,0.356,0.28,0.01,0.054,0,0,0,0.004,0
124,2.136,0.98,1,0.022,0.171,0.088,-0.015,-0.038,0,0,0.054,0,0.238,0.27,0,0.126,0.356,0.266,0.01,0.016,0,0,0,0.008,0
125,2.153,0.98,1,0.021,0.167,0.084,-0.001,-0.035,0,0,0.056,0,0.234,0.294,0,0.132,0.358,0.258,0.01,0.004,0,0,0,0.008,0
126,2.171,0.98,1,0.019,0.177,0.084,0.01,-0.033,0,0,0.064,0,0.228,0.288,0,0.13,0.352,0.26,0.006,0.006,0,0,0,0.008,0
127,2.188,0.98,1,0.012,0.177,0.087,0.026,-0.032,0,0,0.056,0,0.22,0.292,0,0.124,0.348,0.274,0.012,0.004,0,0,0,0,0
128,2.205,0.98,1,0.016,0.17,0.086,0.036,-0.032,0,0,0.048,0,0.218,0.298,0,0.124,0.346,0.286,0.012,0.004,0,0,0,0,0
129,2.222,0.98,1,0.009,0.16,0.087,0.045,-0.029,0,0,0.038,0,0.22,0.334,0,0.124,0.344,0.276,0.004,0.002,0,0,0,0,0
130,2.24,0.98,1,-0.005,0.153,0.093,0.055,-0.029,0,0,0.05,0,0.23,0.354,0,0.13,0.342,0.26,0.002,0.002,0,0,0,0,0.006
131,2.257,0.98,1,-0.002,0.205,0.103,0.065,-0.027,0,0,0.064,0,0.242,0.37,0,0.134,0.336,0.262,0.002,0.002,0,0,0,0,0.032
132,2.274,0.98,1,-0.013,0.226,0.107,0.074,-0.027,0,0,0.08,0,0.25,0.386,0,0.132,0.328,0.266,0.012,0.002,0,0,0,0,0.076
133,2.291,0.98,1,-0.018,0.223,0.11,0.081,-0.029,0,0,0.084,0,0.256,0.388,0,0.132,0.32,0.276,0.018,0,0,0,0,0,0.1
134,2.308,0.98,1,-0.017,0.212,0.112,0.085,-0.029,0,0,0.092,0,0.258,0.4,0,0.132,0.312,0.276,0.024,0,0,0,0,0,0.09
135,2.326,0.98,1,-0.019,0.205,0.117,0.091,-0.029,0,0,0.094,0,0.262,0.394,0,0.136,0.308,0.28,0.016,0,0,0,0,0,0.062
136,2.343,0.98,1,-0.018,0.199,0.119,0.092,-0.028,0,0,0.104,0,0.264,0.406,0,0.134,0.302,0.276,0.008,0,0,0,0,0,0.046
137,2.36,0.98,1,-0.018,0.194,0.124,0.094,-0.028,0.002,0,0.1,0,0.27,0.398,0,0.128,0.296,0.264,0.002,0,0,0,0,0,0.044
138,2.377,0.98,1,-0.022,0.202,0.129,0.098,-0.029,0.008,0,0.098,0,0.272,0.396,0,0.126,0.29,0.258,0,0,0,0,0,0,0.042
139,2.395,0.98,1,-0.019,0.189,0.129,0.096,-0.028,0.012,0,0.092,0,0.272,0.386,0,0.128,0.292,0.252,0,0,0,0,0,0,0.04
140,2.412,0.98,1,-0.031,0.201,0.131,0.098,-0.028,0.014,0,0.084,0,0.268,0.376,0,0.132,0.286,0.252,0,0,0,0,0,0,0.036
141,2.429,0.98,1,-0.025,0.209,0.135,0.099,-0.028,0.008,0,0.078,0,0.266,0.36,0,0.128,0.284,0.24,0,0,0,0,0,0,0.026
142,2.446,0.98,1,-0.016,0.206,0.136,0.098,-0.028,0.004,0,0.068,0,0.27,0.348,0,0.132,0.28,0.244,0,0.004,0,0,0,0,0.022
143,2.463,0.98,1,-0.014,0.204,0.136,0.098,-0.029,0.002,0,0.078,0,0.278,0.354,0,0.13,0.284,0.246,0,0.004,0,0,0,0,0.012
144,2.481,0.98,1,-0.01,0.206,0.137,0.097,-0.028,0.014,0,0.086,0,0.284,0.364,0,0.132,0.286,0.252,0,0.004,0,0,0,0,0.008
145,2.498,0.98,1,-0.014,0.211,0.141,0.098,-0.03,0.024,0,0.098,0,0.292,0.378,0,0.138,0.284,0.246,0,0,0,0,0,0,0
146,2.515,0.98,1,-0.017,0.207,0.141,0.095,-0.029,0.022,0,0.104,0,0.294,0.384,0,0.136,0.28,0.242,0,0.004,0,0,0,0,0
147,2.532,0.98,1,-0.014,0.207,0.142,0.092,-0.029,0.014,0,0.104,0,0.29,0.372,0,0.134,0.28,0.25,0,0.01,0,0,0,0,0
148,2.55,0.98,1,-0.014,0.212,0.14,0.088,-0.03,0.012,0,0.094,0,0.288,0.35,0,0.144,0.28,0.242,0,0.01,0,0,0,0,0
149,2.567,0.98,1,-0.015,0.211,0.143,0.088,-0.03,0.022,0,0.084,0,0.29,0.322,0,0.144,0.278,0.24,0,0.014,0,0,0,0,0
150,2.584,0.98,1,-0.007,0.206,0.143,0.085,-0.03,0.028,0,0.078,0,0.29,0.304,0,0.146,0.27,0.234,0,0.016,0,0,0,0,0
