frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
487,8.39,0.98,1,0.099,0.337,0.154,-0.114,0.066,0.168,0.102,0.224,0,0.166,0.188,0,0.41,0.266,0.346,0,0.15,0,0,0.182,0.224,0.29
488,8.407,0.98,1,0.1,0.338,0.155,-0.112,0.066,0.178,0.1,0.234,0,0.178,0.178,0,0.412,0.272,0.348,0,0.142,0,0,0.186,0.222,0.28
489,8.424,0.98,1,0.094,0.344,0.154,-0.11,0.066,0.176,0.124,0.224,0,0.19,0.18,0,0.41,0.28,0.366,0,0.15,0,0,0.184,0.214,0.266
490,8.441,0.98,1,0.101,0.345,0.16,-0.106,0.066,0.164,0.134,0.21,0,0.186,0.174,0,0.414,0.278,0.36,0,0.148,0,0,0.176,0.196,0.252
491,8.459,0.98,1,0.106,0.343,0.158,-0.108,0.068,0.176,0.158,0.204,0,0.2,0.198,0,0.424,0.286,0.38,0,0.146,0,0,0.188,0.17,0.226
492,8.476,0.98,1,0.104,0.345,0.158,-0.106,0.069,0.19,0.172,0.206,0,0.21,0.202,0,0.442,0.296,0.4,0,0.13,0,0,0.198,0.146,0.208
493,8.493,0.98,1,0.093,0.336,0.164,-0.105,0.069,0.204,0.172,0.206,0,0.224,0.21,0,0.456,0.308,0.418,0,0.13,0,0,0.208,0.12,0.212
494,8.51,0.98,1,0.089,0.338,0.161,-0.104,0.072,0.21,0.178,0.2,0,0.218,0.216,0,0.444,0.306,0.416,0,0.148,0,0,0.184,0.098,0.214
495,8.527,0.98,1,0.105,0.327,0.154,-0.105,0.075,0.22,0.202,0.212,0,0.21,0.204,0,0.424,0.298,0.41,0,0.166,0,0,0.176,0.104,0.226
496,8.545,0.98,1,0.103,0.326,0.158,-0.106,0.077,0.23,0.23,0.22,0,0.208,0.212,0,0.412,0.298,0.412,0,0.19,0,0,0.166,0.124,0.228
497,8.562,0.98,1,0.106,0.337,0.158,-0.106,0.078,0.232,0.244,0.23,0,0.212,0.206,0,0.42,0.302,0.412,0,0.2,0,0,0.16,0.13,0.23
498,8.579,0.98,1,0.111,0.331,0.164,-0.106,0.078,0.238,0.236,0.234,0,0.214,0.216,0,0.442,0.306,0.41,0,0.214,0,0,0.144,0.11,0.232
499,8.596,0.98,1,0.096,0.316,0.167,-0.107,0.081,0.242,0.208,0.23,0,0.216,0.232,0,0.456,0.314,0.404,0,0.21,0,0,0.122,0.092,0.224
500,8.614,0.98,1,0.078,0.325,0.166,-0.105,0.081,0.246,0.176,0.22,0,0.218,0.268,0,0.47,0.32,0.4,0,0.202,0,0,0.1,0.092,0.22
501,8.631,0.98,1,0.072,0.326,0.166,-0.105,0.081,0.252,0.16,0.202,0,0.228,0.322,0,0.48,0.33,0.406,0,0.186,0,0,0.092,0.104,0.208
502,8.648,0.98,1,0.074,0.328,0.166,-0.106,0.083,0.262,0.174,0.212,0,0.228,0.324,0,0.48,0.332,0.418,0,0.18,0,0,0.096,0.108,0.22
503,8.665,0.98,1,0.072,0.327,0.166,-0.109,0.083,0.268,0.186,0.22,0,0.234,0.316,0,0.484,0.336,0.414,0,0.178,0,0,0.098,0.096,0.216
504,8.683,0.98,1,0.1,0.319,0.158,-0.112,0.082,0.266,0.182,0.232,0,0.238,0.262,0,0.484,0.344,0.4,0,0.174,0,0,0.084,0.088,0.228
505,8.7,0.98,1,0.1,0.329,0.158,-0.113,0.08,0.27,0.182,0.22,0,0.242,0.26,0,0.474,0.346,0.38,0,0.172,0,0,0.068,0.09,0.222
506,8.717,0.98,1,0.104,0.319,0.154,-0.115,0.079,0.272,0.188,0.218,0,0.236,0.25,0.006,0.47,0.344,0.388,0,0.192,0,0,0.038,0.1,0.238
507,8.734,0.98,1,0.1,0.328,0.158,-0.116,0.077,0.284,0.204,0.222,0,0.224,0.256,0.016,0.454,0.326,0.406,0,0.206,0,0,0.02,0.13,0.23
508,8.751,0.98,1,0.108,0.328,0.155,-0.116,0.08,0.278,0.216,0.226,0,0.214,0.25,0.024,0.448,0.306,0.432,0,0.23,0,0,0,0.138,0.222
509,8.769,0.98,1,0.096,0.32,0.157,-0.116,0.081,0.274,0.222,0.228,0,0.202,0.24,0.018,0.424,0.288,0.416,0,0.25,0,0,0,0.142,0.236
510,8.786,0.98,1,0.1,0.32,0.151,-0.117,0.083,0.266,0.212,0.22,0,0.198,0.24,0.01,0.408,0.286,0.406,0,0.25,0,0.004,0,0.12,0.246
511,8.803,0.98,1,0.096,0.325,0.155,-0.114,0.082,0.254,0.188,0.226,0,0.194,0.24,0.002,0.388,0.284,0.368,0,0.26,0,0.024,0,0.11,0.254
512,8.82,0.98,1,0.104,0.324,0.152,-0.115,0.084,0.252,0.188,0.224,0,0.186,0.246,0,0.364,0.284,0.352,0,0.264,0,0.064,0,0.1,0.212
513,8.838,0.98,1,0.089,0.323,0.159,-0.116,0.089,0.26,0.222,0.232,0,0.174,0.266,0,0.354,0.272,0.334,0,0.29,0,0.112,0,0.066,0.202
514,8.855,0.98,1,0.087,0.326,0.167,-0.122,0.094,0.284,0.288,0.246,0,0.16,0.236,0,0.338,0.268,0.334,0,0.334,0,0.148,0,0.028,0.196
515,8.872,0.98,1,0.12,0.328,0.165,-0.128,0.101,0.322,0.336,0.242,0,0.146,0.23,0,0.334,0.262,0.35,0.008,0.374,0,0.156,0,0.002,0.244
516,8.889,0.98,1,0.137,0.344,0.166,-0.132,0.108,0.36,0.378,0.252,0,0.146,0.212,0,0.332,0.268,0.362,0.008,0.426,0,0.142,0,0.002,0.298
517,8.906,0.98,1,0.098,0.446,0.157,-0.133,0.114,0.398,0.418,0.242,0,0.156,0.234,0,0.342,0.266,0.346,0.018,0.416,0,0.138,0,0.002,0.39
518,8.924,0.98,1,0.117,0.431,0.141,-0.146,0.092,0.418,0.452,0.26,0,0.18,0.23,0,0.346,0.268,0.324,0.012,0.386,0,0.122,0,0,0.448
519,8.941,0.98,1,0.082,0.41,0.152,-0.149,0.082,0.426,0.466,0.262,0,0.194,0.278,0,0.33,0.258,0.318,0.012,0.338,0,0.1,0,0,0.488
520,8.958,0.98,1,0.05,0.387,0.163,-0.157,0.086,0.436,0.468,0.292,0,0.204,0.342,0,0.32,0.252,0.332,0,0.32,0,0.07,0,0,0.476
521,8.975,0.98,1,0.072,0.362,0.167,-0.165,0.09,0.45,0.516,0.334,0,0.186,0.406,0.004,0.32,0.24,0.344,0.004,0.334,0,0.076,0,0,0.42
522,8.993,0.98,1,0.107,0.376,0.17,-0.177,0.104,0.456,0.54,0.36,0,0.154,0.4,0.01,0.314,0.226,0.348,0.004,0.366,0,0.108,0,0,0.334
523,9.01,0.98,1,0.11,0.372,0.156,-0.184,0.114,0.462,0.536,0.362,0,0.132,0.404,0.012,0.3,0.21,0.378,0.012,0.408,0,0.132,0,0,0.204
524,9.027,0.98,1,0.111,0.36,0.162,-0.191,0.121,0.466,0.486,0.352,0,0.12,0.428,0.008,0.282,0.196,0.412,0.022,0.434,0,0.14,0,0,0.146
525,9.044,0.98,1,0.134,0.358,0.174,-0.199,0.127,0.482,0.48,0.346,0.006,0.112,0.456,0,0.276,0.196,0.434,0.03,0.428,0,0.13,0,0,0.116
526,9.062,0.98,1,0.157,0.323,0.18,-0.206,0.131,0.512,0.488,0.354,0.014,0.096,0.474,0,0.262,0.2,0.43,0.034,0.422,0,0.13,0,0,0.118
527,9.079,0.98,1,0.133,0.303,0.182,-0.209,0.133,0.514,0.504,0.352,0.038,0.09,0.478,0.004,0.256,0.206,0.424,0.03,0.426,0,0.12,0,0,0.096
528,9.096,0.98,1,0.148,0.315,0.189,-0.213,0.132,0.536,0.514,0.358,0.038,0.094,0.5,0.008,0.256,0.204,0.408,0.028,0.438,0,0.12,0,0,0.082
529,9.113,0.98,1,0.155,0.318,0.19,-0.216,0.133,0.52,0.524,0.362,0.03,0.104,0.488,0.008,0.274,0.206,0.406,0.04,0.454,0,0.122,0,0,0.068
530,9.13,0.98,1,0.152,0.299,0.184,-0.219,0.131,0.538,0.546,0.364,0.008,0.102,0.476,0.004,0.29,0.206,0.398,0.05,0.464,0,0.13,0,0,0.062
531,9.148,0.98,1,0.139,0.271,0.184,-0.217,0.128,0.542,0.58,0.366,0.02,0.102,0.43,0.002,0.29,0.202,0.398,0.062,0.498,0,0.144,0,0,0.038
532,9.165,0.98,1,0.094,0.253,0.172,-0.218,0.124,0.566,0.594,0.374,0.05,0.094,0.42,0.004,0.282,0.194,0.406,0.074,0.526,0,0.144,0,0,0.03
533,9.182,0.93,1,0.113,0.25,0.177,-0.217,0.123,0.588,0.586,0.372,0.05,0.082,0.398,0.004,0.28,0.194,0.42,0.08,0.54,0,0.148,0,0,0.024
534,9.199,0.93,1,0.113,0.246,0.177,-0.216,0.121,0.602,0.56,0.376,0.052,0.072,0.402,0.002,0.29,0.2,0.422,0.086,0.55,0,0.152,0,0,0.028
535,9.217,0.88,1,0.137,0.253,0.176,-0.211,0.117,0.612,0.576,0.39,0.022,0.07,0.42,0.004,0.294,0.202,0.41,0.072,0.522,0,0.156,0,0,0.052
536,9.234,0.88,1,0.138,0.255,0.181,-0.206,0.112,0.61,0.612,0.408,0.02,0.076,0.452,0.004,0.286,0.196,0.406,0.07,0.524,0,0.16,0,0.004,0.066
537,9.251,0.93,1,0.145,0.247,0.189,-0.201,0.106,0.614,0.674,0.414,0,0.07,0.452,0.004,0.262,0.19,0.396,0.062,0.506,0,0.166,0,0.018,0.092
538,9.268,0.88,1,0.135,0.238,0.182,-0.198,0.106,0.602,0.708,0.422,0,0.068,0.446,0.008,0.24,0.188,0.394,0.044,0.5,0,0.166,0,0.034,0.096
539,9.285,0.88,1,0.146,0.261,0.191,-0.193,0.1,0.594,0.748,0.43,0,0.072,0.422,0.006,0.224,0.192,0.4,0.02,0.468,0,0.164,0,0.044,0.122
540,9.303,0.88,1,0.163,0.285,0.204,-0.182,0.091,0.574,0.784,0.458,0,0.086,0.442,0.008,0.212,0.2,0.426,0,0.428,0,0.148,0,0.032,0.146
541,9.32,0.88,1,0.181,0.271,0.199,-0.172,0.088,0.572,0.83,0.448,0,0.094,0.438,0.002,0.2,0.198,0.432,0,0.412,0,0.148,0,0.016,0.188
542,9.337,0.88,1,0.166,0.277,0.2,-0.169,0.089,0.578,0.878,0.452,0,0.09,0.424,0.002,0.18,0.19,0.39,0,0.4,0,0.16,0,0.026,0.202
543,9.354,0.88,1,0.145,0.28,0.213,-0.167,0.092,0.606,0.904,0.436,0.004,0.078,0.39,0,0.17,0.188,0.354,0,0.404,0,0.192,0,0.046,0.216
544,9.372,0.88,1,0.155,0.274,0.207,-0.166,0.095,0.632,0.918,0.44,0.004,0.066,0.384,0,0.154,0.196,0.336,0,0.386,0,0.212,0,0.066,0.2
545,9.389,0.88,1,0.165,0.277,0.217,-0.164,0.096,0.634,0.92,0.438,0.004,0.064,0.408,0,0.144,0.208,0.342,0,0.364,0,0.214,0,0.092,0.214
546,9.406,0.88,1,0.151,0.281,0.216,-0.161,0.096,0.604,0.884,0.462,0,0.076,0.446,0,0.152,0.21,0.338,0,0.328,0,0.182,0,0.11,0.234
547,9.423,0.98,1,0.164,0.286,0.218,-0.161,0.094,0.568,0.84,0.47,0,0.088,0.442,0,0.182,0.22,0.338,0,0.294,0,0.13,0,0.124,0.256
548,9.441,0.88,1,0.135,0.299,0.224,-0.16,0.095,0.546,0.806,0.476,0,0.104,0.424,0,0.206,0.238,0.35,0,0.27,0,0.066,0,0.12,0.258
549,9.458,0.88,1,0.138,0.277,0.23,-0.158,0.093,0.534,0.79,0.464,0,0.112,0.4,0,0.228,0.256,0.366,0,0.242,0,0.02,0,0.124,0.248
550,9.475,0.88,1,0.124,0.285,0.232,-0.152,0.091,0.524,0.77,0.464,0,0.122,0.392,0.004,0.226,0.266,0.382,0,0.21,0,0,0,0.134,0.244
551,9.492,0.88,1,0.122,0.307,0.225,-0.153,0.094,0.514,0.76,0.45,0,0.128,0.41,0.004,0.23,0.262,0.398,0,0.186,0,0,0,0.124,0.254
552,9.509,0.88,1,0.116,0.309,0.227,-0.15,0.092,0.526,0.766,0.442,0,0.144,0.434,0.006,0.232,0.27,0.42,0,0.184,0,0,0,0.112,0.252
553,9.527,0.88,1,0.102,0.313,0.225,-0.145,0.09,0.528,0.768,0.44,0,0.158,0.416,0.004,0.266,0.288,0.46,0,0.202,0,0,0,0.102,0.238
554,9.544,0.98,1,0.07,0.315,0.26,-0.125,0.095,0.548,0.752,0.448,0,0.17,0.436,0.004,0.322,0.314,0.52,0,0.234,0,0,0,0.092,0.214
555,9.561,0.98,1,0.048,0.322,0.291,-0.128,0.118,0.558,0.74,0.452,0,0.164,0.414,0,0.37,0.324,0.574,0,0.274,0,0,0,0.092,0.186
556,9.578,0.98,1,0.065,0.326,0.287,-0.127,0.127,0.606,0.766,0.446,0,0.152,0.446,0,0.39,0.332,0.6,0,0.302,0,0,0,0.076,0.162
557,9.596,0.98,1,0.07,0.286,0.289,-0.124,0.129,0.62,0.778,0.442,0,0.144,0.432,0,0.394,0.332,0.586,0,0.322,0,0,0,0.07,0.14
558,9.613,0.98,1,0.069,0.286,0.281,-0.124,0.128,0.636,0.776,0.438,0,0.15,0.436,0,0.4,0.342,0.584,0,0.332,0,0,0,0.07,0.128
559,9.63,0.98,1,0.077,0.289,0.275,-0.124,0.127,0.616,0.766,0.444,0,0.154,0.436,0,0.396,0.34,0.576,0,0.348,0,0,0,0.08,0.144
560,9.647,0.98,1,0.075,0.309,0.272,-0.124,0.127,0.608,0.784,0.446,0,0.152,0.404,0,0.388,0.34,0.584,0,0.362,0,0,0,0.08,0.152
561,9.664,0.98,1,0.075,0.29,0.266,-0.124,0.126,0.598,0.792,0.446,0,0.152,0.396,0,0.384,0.338,0.594,0,0.37,0,0,0,0.062,0.156
562,9.682,0.98,1,0.072,0.292,0.269,-0.122,0.123,0.592,0.792,0.446,0,0.156,0.388,0,0.382,0.332,0.6,0,0.368,0,0,0,0.052,0.168
563,9.699,0.98,1,0.082,0.328,0.267,-0.124,0.123,0.584,0.756,0.444,0,0.16,0.416,0,0.392,0.332,0.596,0,0.368,0,0,0,0.046,0.192
564,9.716,0.98,1,0.099,0.33,0.261,-0.126,0.124,0.572,0.736,0.448,0,0.162,0.42,0,0.392,0.33,0.602,0,0.368,0,0,0,0.046,0.22
565,9.733,0.98,1,0.086,0.324,0.259,-0.127,0.126,0.574,0.712,0.448,0,0.158,0.432,0,0.396,0.334,0.636,0,0.356,0,0,0,0.046,0.21
566,9.751,0.98,1,0.086,0.313,0.261,-0.126,0.127,0.57,0.7,0.458,0,0.156,0.446,0,0.394,0.334,0.672,0,0.354,0,0,0,0.048,0.206
567,9.768,0.98,1,0.093,0.321,0.267,-0.125,0.129,0.576,0.698,0.466,0,0.15,0.46,0,0.398,0.33,0.7,0,0.352,0,0,0,0.066,0.202
568,9.785,0.98,1,0.117,0.326,0.271,-0.125,0.134,0.582,0.696,0.472,0,0.136,0.434,0,0.398,0.316,0.692,0.01,0.354,0,0,0.012,0.07,0.204
569,9.802,0.98,1,0.105,0.321,0.27,-0.127,0.14,0.588,0.678,0.476,0,0.118,0.414,0,0.39,0.308,0.662,0.01,0.336,0,0,0.05,0.092,0.194
570,9.82,0.98,1,0.101,0.329,0.275,-0.126,0.144,0.596,0.666,0.472,0.016,0.102,0.418,0,0.376,0.3,0.622,0.01,0.32,0,0,0.082,0.104,0.17
571,9.837,0.98,1,0.106,0.304,0.274,-0.125,0.143,0.596,0.666,0.454,0.016,0.092,0.442,0,0.364,0.304,0.6,0,0.308,0,0,0.118,0.116,0.15
572,9.854,0.98,1,0.108,0.304,0.271,-0.128,0.142,0.592,0.668,0.428,0.04,0.086,0.43,0,0.362,0.296,0.596,0,0.298,0,0,0.116,0.108,0.144
573,9.871,0.98,1,0.105,0.302,0.26,-0.128,0.141,0.556,0.646,0.414,0.024,0.09,0.386,0,0.36,0.292,0.59,0,0.306,0,0,0.122,0.104,0.176
574,9.888,0.98,1,0.111,0.316,0.248,-0.132,0.139,0.534,0.614,0.418,0.024,0.09,0.366,0,0.358,0.288,0.574,0,0.302,0,0,0.122,0.102,0.176
575,9.906,0.98,1,0.108,0.31,0.252,-0.132,0.14,0.508,0.59,0.424,0,0.098,0.36,0,0.372,0.298,0.576,0.002,0.308,0,0,0.112,0.106,0.204
576,9.923,0.98,1,0.122,0.31,0.242,-0.135,0.138,0.504,0.57,0.42,0,0.098,0.364,0,0.392,0.304,0.598,0.012,0.32,0,0,0.098,0.108,0.194
577,9.94,0.98,1,0.104,0.312,0.24,-0.133,0.133,0.484,0.55,0.406,0,0.112,0.402,0.004,0.416,0.306,0.606,0.016,0.344,0,0,0.066,0.114,0.224
578,9.957,0.98,1,0.057,0.273,0.24,-0.131,0.131,0.484,0.522,0.394,0,0.12,0.416,0.008,0.412,0.304,0.588,0.014,0.354,0,0,0.064,0.112,0.212
579,9.975,0.98,1,0.056,0.284,0.233,-0.134,0.127,0.472,0.504,0.384,0,0.128,0.418,0.01,0.414,0.306,0.55,0.004,0.342,0,0,0.042,0.112,0.208
580,9.992,0.98,1,0.08,0.3,0.235,-0.132,0.123,0.474,0.492,0.384,0,0.136,0.37,0.01,0.426,0.312,0.548,0,0.324,0,0,0.034,0.102,0.196
581,10.009,0.98,1,0.078,0.295,0.23,-0.132,0.121,0.468,0.508,0.39,0,0.142,0.368,0.012,0.444,0.322,0.552,0,0.308,0,0,0.014,0.088,0.19
582,10.026,0.98,1,0.078,0.287,0.234,-0.128,0.119,0.472,0.532,0.402,0,0.148,0.39,0.02,0.442,0.326,0.558,0,0.304,0,0,0.01,0.072,0.2
583,10.043,0.98,1,0.08,0.298,0.233,-0.125,0.118,0.468,0.568,0.406,0,0.146,0.414,0.024,0.44,0.324,0.536,0,0.296,0,0,0.004,0.07,0.198
584,10.061,0.98,1,0.076,0.297,0.234,-0.124,0.116,0.464,0.59,0.404,0,0.146,0.424,0.02,0.44,0.326,0.532,0,0.288,0,0,0,0.078,0.182
585,10.078,0.98,1,0.075,0.299,0.224,-0.125,0.12,0.464,0.578,0.398,0,0.15,0.442,0.024,0.438,0.324,0.534,0,0.278,0,0,0.004,0.09,0.17
586,10.095,0.98,1,0.078,0.296,0.226,-0.123,0.12,0.458,0.548,0.392,0,0.16,0.42,0.03,0.432,0.324,0.552,0,0.272,0,0,0.008,0.1,0.184
587,10.112,0.98,1,0.08,0.289,0.221,-0.122,0.123,0.46,0.508,0.392,0,0.164,0.406,0.042,0.424,0.312,0.562,0,0.284,0,0,0.014,0.104,0.194
588,10.13,0.98,1,0.072,0.299,0.219,-0.122,0.124,0.45,0.484,0.384,0,0.156,0.39,0.036,0.432,0.308,0.55,0,0.29,0,0,0.01,0.112,0.188
589,10.147,0.98,1,0.081,0.306,0.22,-0.124,0.127,0.444,0.466,0.384,0,0.154,0.4,0.036,0.428,0.298,0.546,0,0.302,0,0,0.006,0.116,0.188
590,10.164,0.98,1,0.102,0.293,0.219,-0.121,0.127,0.428,0.458,0.386,0,0.156,0.392,0.032,0.428,0.3,0.53,0,0.3,0,0,0,0.134,0.19
591,10.181,0.98,1,0.101,0.296,0.225,-0.117,0.124,0.418,0.468,0.4,0,0.168,0.392,0.028,0.42,0.304,0.53,0,0.298,0,0,0.002,0.126,0.192
592,10.199,0.98,1,0.084,0.292,0.23,-0.114,0.124,0.402,0.468,0.41,0,0.168,0.396,0.02,0.416,0.308,0.524,0,0.284,0,0,0.002,0.124,0.16
593,10.216,0.98,1,0.095,0.308,0.231,-0.115,0.124,0.394,0.496,0.41,0,0.17,0.43,0.018,0.408,0.306,0.534,0,0.276,0,0,0.002,0.094,0.138
594,10.233,0.98,1,0.094,0.314,0.229,-0.114,0.123,0.4,0.5,0.404,0,0.16,0.428,0.022,0.4,0.3,0.526,0,0.278,0,0,0,0.072,0.114
595,10.25,0.98,1,0.103,0.321,0.222,-0.118,0.125,0.416,0.522,0.396,0,0.154,0.42,0.034,0.398,0.294,0.53,0,0.286,0,0,0,0.048,0.124
596,10.267,0.98,1,0.102,0.313,0.214,-0.117,0.124,0.414,0.478,0.38,0,0.14,0.392,0.042,0.392,0.28,0.508,0,0.288,0,0,0,0.072,0.128
597,10.285,0.98,1,0.118,0.309,0.206,-0.124,0.128,0.396,0.44,0.342,0,0.13,0.364,0.036,0.404,0.27,0.486,0,0.274,0,0,0.034,0.118,0.14
598,10.302,0.98,1,0.102,0.321,0.212,-0.127,0.131,0.372,0.42,0.278,0,0.104,0.318,0.018,0.414,0.248,0.45,0,0.258,0,0,0.128,0.186,0.128
599,10.319,0.98,1,0.093,0.351,0.218,-0.134,0.136,0.388,0.49,0.212,0.02,0.084,0.27,0.002,0.434,0.242,0.426,0,0.25,0,0,0.208,0.226,0.12
600,10.336,0.98,1,0.08,0.361,0.224,-0.131,0.138,0.434,0.584,0.176,0.042,0.08,0.246,0,0.432,0.25,0.438,0.002,0.258,0,0,0.234,0.242,0.118
601,10.354,0.98,1,0.084,0.368,0.231,-0.125,0.14,0.508,0.672,0.174,0.08,0.078,0.232,0,0.428,0.266,0.454,0.004,0.272,0,0,0.18,0.226,0.124
602,10.371,0.98,1,0.088,0.368,0.229,-0.128,0.145,0.576,0.73,0.194,0.096,0.094,0.276,0,0.426,0.278,0.496,0.008,0.28,0,0,0.122,0.192,0.14
603,10.388,0.98,1,0.095,0.367,0.24,-0.123,0.147,0.65,0.786,0.226,0.102,0.106,0.32,0,0.44,0.292,0.538,0.014,0.296,0,0,0.06,0.176,0.132
604,10.405,0.98,1,0.1,0.359,0.244,-0.121,0.15,0.702,0.828,0.268,0.106,0.126,0.398,0,0.452,0.308,0.56,0.014,0.308,0,0,0.022,0.164,0.136
605,10.422,0.98,1,0.093,0.364,0.256,-0.12,0.152,0.72,0.86,0.302,0.084,0.132,0.418,0,0.458,0.324,0.572,0.014,0.324,0,0,0,0.16,0.122
606,10.44,0.98,1,0.091,0.352,0.266,-0.12,0.157,0.7,0.882,0.322,0.092,0.128,0.418,0,0.45,0.322,0.566,0.006,0.33,0,0,0,0.128,0.122
607,10.457,0.98,1,0.095,0.347,0.274,-0.118,0.161,0.672,0.898,0.332,0.08,0.116,0.412,0,0.434,0.316,0.602,0.002,0.338,0,0,0,0.112,0.108
608,10.474,0.98,1,0.101,0.337,0.284,-0.12,0.167,0.666,0.89,0.358,0.092,0.098,0.412,0,0.42,0.308,0.604,0,0.342,0,0,0,0.096,0.114
609,10.491,0.98,1,0.096,0.33,0.289,-0.126,0.175,0.68,0.88,0.368,0.064,0.07,0.396,0,0.41,0.308,0.61,0,0.358,0,0,0,0.082,0.144
610,10.509,0.98,1,0.031,0.317,0.289,-0.128,0.181,0.686,0.89,0.396,0.036,0.084,0.406,0,0.422,0.312,0.598,0,0.388,0,0,0,0.046,0.222
611,10.526,0.98,1,-0.02,0.379,0.264,-0.124,0.184,0.704,0.898,0.408,0.01,0.09,0.39,0,0.426,0.318,0.628,0.004,0.42,0,0,0,0.018,0.294
612,10.543,0.98,1,-0.008,0.376,0.264,-0.124,0.188,0.708,0.874,0.43,0,0.114,0.44,0.006,0.426,0.31,0.644,0.02,0.448,0,0,0,0.012,0.33
613,10.56,0.88,1,-0.034,0.351,0.265,-0.127,0.195,0.664,0.764,0.416,0.016,0.088,0.452,0.01,0.4,0.288,0.662,0.03,0.43,0,0,0,0.014,0.326
614,10.578,0.93,1,0.024,0.373,0.221,-0.155,0.179,0.586,0.69,0.372,0.024,0.082,0.492,0.014,0.364,0.262,0.624,0.04,0.402,0,0,0,0.026,0.31
615,10.595,0.98,1,0.028,0.335,0.214,-0.163,0.178,0.512,0.652,0.336,0.046,0.074,0.514,0.012,0.332,0.238,0.594,0.042,0.368,0,0,0,0.022,0.31
616,10.612,0.98,1,0.05,0.338,0.213,-0.167,0.182,0.492,0.68,0.31,0.062,0.098,0.554,0.024,0.312,0.204,0.56,0.066,0.386,0,0,0,0.034,0.278
617,10.629,0.98,1,0.069,0.35,0.198,-0.18,0.195,0.526,0.728,0.328,0.08,0.106,0.588,0.034,0.304,0.17,0.568,0.094,0.422,0,0,0,0.042,0.216
618,10.646,0.98,1,0.125,0.303,0.193,-0.189,0.204,0.58,0.786,0.348,0.09,0.106,0.63,0.05,0.292,0.128,0.57,0.118,0.46,0,0,0,0.06,0.134
619,10.664,0.98,1,0.135,0.254,0.192,-0.198,0.21,0.63,0.84,0.366,0.118,0.088,0.666,0.046,0.286,0.104,0.574,0.122,0.482,0,0,0,0.07,0.066
620,10.681,0.98,1,0.12,0.247,0.199,-0.205,0.215,0.638,0.856,0.362,0.142,0.08,0.676,0.036,0.266,0.09,0.576,0.112,0.502,0,0.002,0,0.072,0.06
621,10.698,0.98,1,0.122,0.225,0.204,-0.204,0.214,0.632,0.848,0.362,0.162,0.086,0.668,0.026,0.25,0.078,0.576,0.092,0.522,0,0.008,0,0.07,0.054
622,10.715,0.98,1,0.127,0.216,0.2,-0.204,0.214,0.638,0.844,0.358,0.158,0.09,0.656,0.03,0.246,0.076,0.554,0.076,0.526,0,0.008,0,0.064,0.068
623,10.733,0.98,1,0.133,0.211,0.207,-0.201,0.21,0.644,0.818,0.372,0.16,0.092,0.652,0.034,0.248,0.078,0.54,0.074,0.526,0,0.01,0,0.064,0.05
624,10.75,0.98,1,0.124,0.194,0.21,-0.202,0.205,0.67,0.838,0.386,0.162,0.088,0.638,0.032,0.254,0.086,0.56,0.08,0.524,0,0.004,0,0.068,0.04
625,10.767,0.98,1,0.135,0.188,0.21,-0.198,0.196,0.666,0.814,0.394,0.166,0.082,0.612,0.024,0.252,0.096,0.59,0.082,0.52,0,0.004,0,0.05,0.026
626,10.784,0.98,1,0.152,0.205,0.21,-0.196,0.189,0.644,0.808,0.386,0.16,0.076,0.602,0.026,0.262,0.1,0.606,0.088,0.516,0,0,0,0.034,0.05
627,10.801,0.93,1,0.164,0.207,0.208,-0.193,0.181,0.594,0.76,0.366,0.154,0.086,0.594,0.028,0.27,0.112,0.59,0.086,0.492,0,0.004,0,0.028,0.1
628,10.819,0.98,1,0.157,0.216,0.209,-0.192,0.172,0.556,0.776,0.358,0.128,0.092,0.576,0.026,0.274,0.124,0.576,0.086,0.478,0,0.018,0,0.032,0.148
629,10.836,0.98,1,0.153,0.218,0.211,-0.191,0.165,0.548,0.804,0.376,0.122,0.1,0.56,0.016,0.268,0.14,0.564,0.066,0.45,0,0.028,0,0.034,0.162
630,10.853,0.98,1,0.152,0.23,0.215,-0.191,0.158,0.55,0.842,0.402,0.114,0.094,0.542,0.006,0.262,0.156,0.562,0.048,0.44,0,0.024,0,0.02,0.128
631,10.87,0.98,1,0.127,0.21,0.228,-0.189,0.147,0.528,0.83,0.424,0.112,0.1,0.528,0.016,0.266,0.17,0.556,0.022,0.426,0,0.01,0,0.008,0.13
632,10.888,0.98,1,0.122,0.246,0.228,-0.19,0.14,0.534,0.824,0.436,0.106,0.102,0.53,0.018,0.276,0.184,0.552,0.012,0.414,0,0.004,0,0,0.146
633,10.905,0.98,1,0.108,0.242,0.234,-0.187,0.133,0.512,0.806,0.442,0.078,0.106,0.516,0.024,0.278,0.19,0.54,0.002,0.4,0,0.012,0,0.002,0.186
634,10.922,0.98,1,0.108,0.247,0.231,-0.187,0.125,0.516,0.804,0.466,0.048,0.106,0.488,0.016,0.284,0.2,0.526,0.002,0.386,0,0.024,0,0.014,0.182
635,10.939,0.98,1,0.125,0.255,0.234,-0.182,0.115,0.494,0.79,0.492,0.036,0.11,0.48,0.022,0.278,0.208,0.528,0,0.392,0,0.028,0,0.018,0.192
